q,a
Дзеффиро Фурьясси (1960—1961),Дзеффиро Фурьясси (тысяча девятьсот шестидесятый—тысяча девятьсот шестьдесят первый)
Джузеппе Вавассори (1978—1979),Джузеппе Вавассори (тысяча девятьсот семьдесят восьмой—тысяча девятьсот семьдесят девятый)
Шинезиньо (1979—1981),Шинезиньо (тысяча девятьсот семьдесят девятый—тысяча девятьсот восемьдесят первый)
Франко Варрелла (1993—1995),Франко Варрелла (тысяча девятьсот девяносто третий—тысяча девятьсот девяносто пятый)
Ричард Ванильи (2014—2015),Ричард Ванильи (две тысячи четырнадцатый—две тысячи пятнадцатый)
"В результате было создано около тысячи костюмов, чтобы героини могли переодеваться два-три раза за серию, а не ходить постоянно в одной одежде.","В результате было создано около тысячи костюмов, чтобы героини могли переодеваться два-три раза за серию, а не ходить постоянно в одной одежде."
Снежный покров держится в течение 130—145 дней.,Снежный покров держится в течение от ста тридцати до ста сорока пяти дней.
Весной и осенью максимальная глубина составляет около 4-5 метров.,Весной и осенью максимальная глубина составляет около четырёх-пяти метров.
Внук гетмана великого коронного Феликса Казимира Потоцкого (1630—1702).,Внук гетмана великого коронного Феликса Казимира Потоцкого (тысяча шестьсот тридцатый—тысяча семьсот второй).
В 1762—1767 годах — староста львовский.,В тысяча семьсот шестьдесят втором по тысяча семьсот шестьдесят седьмой годах — староста львовский.
"В Серниках основал приходской костёл, последние годы провёл в Радзыне-Подляском, где между 1749—1750 годов возвёл великолепный дворец с садами по проекту известного польского архитектора Якуба Фонтаны.","В Серниках основал приходской костёл, последние годы провёл в Радзыне-Подляском, где между с тысяча семьсот сорок девятого по тысяча семьсот пятидесятый годов возвёл великолепный дворец с садами по проекту известного польского архитектора Якуба Фонтаны."
В 1613—1618 годах занимал должность подканцлера коронного.,В тысяча шестьсот тринадцатом по тысяча шестьсот восемнадцатый годах занимал должность подканцлера коронного.
Китовая Аллея сооружена из 50-60 черепов и 30 челюстей и сотен специально уложенных камней.,Китовая Аллея сооружена из от пятидесяти до шестидесяти черепов и тридцати челюстей и сотен специально уложенных камней.
"Около двух лет состоял председателем Мощенского волостного суда, в 1905—1912 годах — волостным старшиной.","Около двух лет состоял председателем Мощенского волостного суда, в тысяча девятьсот пятом по тысяча девятьсот двенадцатый годах — волостным старшиной."
Календари Черниговской губернии на 1908—1911 годы.,Календари Черниговской губернии на тысяча девятьсот восьмого по тысяча девятьсот одиннадцатый годы.
"Деревянная клетская церковь во имя пророка Илии с Богоявленским приделом упоминается в «Писцовой книге 1630—1632 гг.», из чего следует, что само поселение образовалось значительно раньше.","Деревянная клетская церковь во имя пророка Илии с Богоявленским приделом упоминается в «Писцовой книге с тысяча шестьсот тридцатого по тысяча шестьсот тридцать второй гг.», из чего следует, что само поселение образовалось значительно раньше."
В 2010—2016 годы Дафф была замужем за игроком НХЛ Майком Комри.,В две тысячи десятом по две тысячи шестнадцатый годы Дафф была замужем за игроком НХЛ Майком Комри.
"Мстислав Келдыш, Президент Академии наук СССР (1961—1975), трижды Герой Социалистического Труда, лауреат Ленинской и двух Сталинских премий (род.","Мстислав Келдыш, Президент Академии наук СССР (тысяча девятьсот шестьдесят первый—тысяча девятьсот семьдесят пятый), трижды Герой Социалистического Труда, лауреат Ленинской и двух Сталинских премий (род."
В 1804—1884 гг. ординарный профессор избирался Советом университета по представлению профильного факультета путём тайного голосования и утверждался затем в должности министром народного просвещения.,В тысяча восемьсот четвёртом по тысяча восемьсот восемьдесят четвёртый гг. ординарный профессор избирался Советом университета по представлению профильного факультета путём тайного голосования и утверждался затем в должности министром народного просвещения.
"Всего данный тип, по различным данным, содержит 6—7 тысяч видов.","Всего данный тип, по различным данным, содержит от шести до семи тысяч видов."
"Растение высотой 20—70 см с тонким, ползучим разветвлённым корневищем.","Растение высотой от двадцати до семидесяти см с тонким, ползучим разветвлённым корневищем."
Лорд Нейпир Магдальский также являлся констеблем Тауэра (1887—1890) и лордом-лейтенантом Тауэр-Хамлетса (1887—1889).,Лорд Нейпир Магдальский также являлся констеблем Тауэра (тысяча восемьсот восемьдесят седьмой—тысяча восемьсот девяностый) и лордом-лейтенантом Тауэр-Хамлетса (тысяча восемьсот восемьдесят седьмой—тысяча восемьсот восемьдесят девятый).
"Достопочтенный сэр Альберт Нейпир (1881—1973), младший сын первого барона, был клерком королевской канцелярии и постоянным секретарем канцеляри лорда-канцлера в 1944—1954 годах.","Достопочтенный сэр Альберт Нейпир (тысяча восемьсот восемьдесят первый—тысяча девятьсот семьдесят третий), младший сын первого барона, был клерком королевской канцелярии и постоянным секретарем канцеляри лорда-канцлера в тысяча девятьсот сорок четвёртом по тысяча девятьсот пятьдесят четвёртый годах."
Во время обучения в Дартмутском колледже в 2014—2017 годах Омсберг играл за футбольную команду вуза в Национальной ассоциации студенческого спорта.,Во время обучения в Дартмутском колледже в две тысячи четырнадцатом по две тысячи семнадцатый годах Омсберг играл за футбольную команду вуза в Национальной ассоциации студенческого спорта.
После окончания 2014—2015 учебного года факультет расформирован ввиду отсутствия прибыли.,После окончания с две тысячи четырнадцатого по две тысячи пятнадцатый учебного года факультет расформирован ввиду отсутствия прибыли.
"Всплеск пришёлся на 1960—1970-е годы, а потом традиционные песни вышли из моды, но не были забыты.","Всплеск пришёлся на с тысяча девятьсот шестидесятые по тысяча девятьсот семидесятые годы, а потом традиционные песни вышли из моды, но не были забыты."
"Арменулич, Сильвана (1938—1976)","Арменулич, Сильвана (тысяча девятьсот тридцать восьмой—тысяча девятьсот семьдесят шестой)"
"Имамович, Заим (1920—1994)","Имамович, Заим (тысяча девятьсот двадцатый—тысяча девятьсот девяносто четвёртый)"
"Исович, Сафет (1936—2007)","Исович, Сафет (тысяча девятьсот тридцать шестой—две тысячи седьмой)"
"Мамула, Нада (1927—2001)","Мамула, Нада (тысяча девятьсот двадцать седьмой—две тысячи первый)"
"Половина, Химзо (1927—1986)","Половина, Химзо (тысяча девятьсот двадцать седьмой—тысяча девятьсот восемьдесят шестой)"
"Селимович, Беба (1939-2020)","Селимович, Беба (тысяча девятьсот тридцать девятый-две тысячи двадцатый)"
В 1943—1944 годах училась на театроведческом факультете ГИТИСа.,В тысяча девятьсот сорок третьем по тысяча девятьсот сорок четвёртый годах училась на театроведческом факультете ГИТИСа.
"После окончания войны 1808—1809 года и заключением Фридрихсгамского мирного договора, Финляндия и Аландские острова, которые раньше принадлежали Шведскому королевству, стали частью Российской империи.","После окончания войны с тысяча восемьсот восьмого по тысяча восемьсот девятый года и заключением Фридрихсгамского мирного договора, Финляндия и Аландские острова, которые раньше принадлежали Шведскому королевству, стали частью Российской империи."
Неуверенная стрельба при неплохой лыжной подготовке не позволяла Роману Досталу занимать места выше 4-5 десятка в общем зачёте Кубка мира.,Неуверенная стрельба при неплохой лыжной подготовке не позволяла Роману Досталу занимать места выше четвёртого-пятого десятка в общем зачёте Кубка мира.
В 1926-1929 годах был преподавателем в Тюбингенском университете.,В тысяча девятьсот двадцать шестом по тысяча девятьсот двадцать девятый годах был преподавателем в Тюбингенском университете.
"В 1925—1930 годах проходил обучение в Брюссельской академии изящных искусств, после чего вернулся в Кишинёв.","В тысяча девятьсот двадцать пятом по тысяча девятьсот тридцатый годах проходил обучение в Брюссельской академии изящных искусств, после чего вернулся в Кишинёв."
"Сын основателей детской психологии Вильяма Штерна и Клары Штерн (урождённой Йозефи, 1877—1948), двоюродный брат Вальтера Беньямина.","Сын основателей детской психологии Вильяма Штерна и Клары Штерн (урождённой Йозефи, от тысячи восьмисот семидесяти семи до тысячи девятисот сорока восьми), двоюродный брат Вальтера Беньямина."
"Доктор искусствоведения, профессор и заведующий кафедрой истории западноевропейского искусства исторического факультета СПбГУ (2007—2012).","Доктор искусствоведения, профессор и заведующий кафедрой истории западноевропейского искусства исторического факультета СПбГУ (две тысячи седьмой—две тысячи двенадцатый)."
"В 1997—2005 годах, работая охранником ООО ЧОП «Селена-Сервис», занимался предпринимательской деятельностью в кооперативах.","В тысяча девятьсот девяносто седьмом по две тысячи пятый годах, работая охранником ООО ЧОП «Селена-Сервис», занимался предпринимательской деятельностью в кооперативах."
"Листья очерёдные, без прилистников, на черешках длиной 3—12 см, с широко выемчатым основанием, голые, длиной 6—12 см, в общем очертании округлые, обычно с острыми или заострёнными 3—5 лопастями, редко цельные; нижние листья более округлые; верхние — более резко лопастные и лопасти их острее.","Листья очерёдные, без прилистников, на черешках длиной от трех до двенадцати см, с широко выемчатым основанием, голые, длиной от шести до двенадцати см, в общем очертании округлые, обычно с острыми или заострёнными от трёх до пяти лопастями, редко цельные; нижние листья более округлые; верхние — более резко лопастные и лопасти их острее."
"В 1 кг 2 тысячи плодов; вес 1 тысячи косточек 58—87 г; выход семян (косточек) 10—15 % от веса плодов, всхожесть 30—60 %.","В одном кг две тысячи плодов; вес одной тысячи косточек от пятидесяти восьми до восьмидесяти семи г; выход семян (косточек) от десяти до пятнадцати % от веса плодов, всхожесть от тридцати до шестидесяти %."
"Произрастает по берегам рек и речек, на песках, осыпях и скалах, по глиняным обнажениям, а также среди травы или в кустарных зарослях, часто на приречных лугах, поднимается до 300—500 м над уровнем моря.","Произрастает по берегам рек и речек, на песках, осыпях и скалах, по глиняным обнажениям, а также среди травы или в кустарных зарослях, часто на приречных лугах, поднимается до  трёхсот-пятисот м над уровнем моря."
Короткий В. Режиссёры и операторы русского игрового кино (1897-1921).,Короткий В. Режиссёры и операторы русского игрового кино (тысяча восемьсот девяносто седьмой-тысяча девятьсот двадцать первый).
Т. 2: кино становится искусством (1909-1914).,Т. вторая: кино становится искусством (тысяча девятьсот девятый-тысяча девятьсот четырнадцатый).
Глава 11: первые шаги русского кино (1909-1914).,Глава одиннадцатая: первые шаги русского кино (тысяча девятьсот девятый-тысяча девятьсот четырнадцатый).
"Миславский В. Еврейская тема в кинематографе Российской империи, СССР, России, СНГ и стран Балтии (1909-2009).","Миславский В. Еврейская тема в кинематографе Российской империи, СССР, России, СНГ и стран Балтии (тысяча девятьсот девятый-две тысячи девятый)."
Фильмографический раздел: Игровые фильмы (1909-2009).,Фильмографический раздел: Игровые фильмы (тысяча девятьсот девятый-две тысячи девятый).
"Более быстрый «Виккерс» нагнал относительно медленного «Дугласа», а затем поднимаясь под углом 5—10° ударил его сзади слева под углом 40°.","Более быстрый «Виккерс» нагнал относительно медленного «Дугласа», а затем поднимаясь под углом от пяти до десяти ударил его сзади слева под углом Сорок."
"В 2008—2009 годах, будучи ещё школьницей, Виктория посвятила исследовательскую работу в Малой академии наук творчеству своего деда и стала победительницей.","В две тысячи восьмом по две тысячи девятый годах, будучи ещё школьницей, Виктория посвятила исследовательскую работу в Малой академии наук творчеству своего деда и стала победительницей."
Обычно проигрывал 2-3 очка.,Обычно проигрывал от двух до трёх очка.
В финале снова встретился с Александром Ключко и проиграл 13-10.,В финале снова встретился с Александром Ключко и проиграл от тринадцати до десяти
"В 1908—1955 гг. — крестьянин, ученик слесаря на заводах Уфимской губернии, тракторист, работник совхоза в Яныльском районе, старший механик, директор Яныльской машинно-тракторной станции Кукморского района Татарской АССР.","В тысяча девятьсот восьмом по тысяча девятьсот пятьдесят пятый гг. — крестьянин, ученик слесаря на заводах Уфимской губернии, тракторист, работник совхоза в Яныльском районе, старший механик, директор Яныльской машинно-тракторной станции Кукморского района Татарской АССР."
Высота тела составляет 18—20 % стандартной длины тела.,Высота тела составляет от восемнадцати до двадцати % стандартной длины тела.
"Глаза большие, горизонтальный диаметр составляет 25—32% длины головы.","Глаза большие, горизонтальный диаметр составляет от двадцати пяти до тридцати двух% длины головы."
В длинном анальном плавнике два колючих и 19—21 мягких лучей.,В длинном анальном плавнике два колючих и от девятнадцати до двадцати одного мягких лучей.
В боковой линии 51—56 чешуек.,В боковой линии от пятидесяти одного до пятидесяти шести чешуек.
"В 1921—1922 годах Мясин работал над различными программами, состоявшими из коротких балетов и условно названными «Дивертисменты».","В тысяча девятьсот двадцать первом по тысяча девятьсот двадцать втором годах Мясин работал над различными программами, состоявшими из коротких балетов и условно названными «Дивертисменты»."
В 1983—1992 годах заместитель председателя Правления Советского фонда мира.,В тысяча девятьсот восемьдесят третьем по тысяча девятьсот девяносто втором годах заместитель председателя Правления Советского фонда мира.
"В 1990—1992 годах — генеральный директор НПО «Планета», объединившего ГосНИИЦИПР и ряд предприятий.","В тысяча девятьсот девяностом по тысяча девятьсот девяносто второй годах — генеральный директор НПО «Планета», объединившего ГосНИИЦИПР и ряд предприятий."
В 1990—1996 годах — зам. председателя совета директоров Мосбизнесбанка.,В тысяча девятьсот девяностом по тысяча девятьсот девяносто шестой годах — зам. председателя совета директоров Мосбизнесбанка.
Одновременно в 1983—1990 годах руководила группой ритмической гимнастики с элементами релаксации на базе спорткомплекса «Заря» (г. Миасс) для женщин всех возрастов.,Одновременно в тысяча девятьсот восемьдесят третьем по тысяча девятьсот девяностый годах руководила группой ритмической гимнастики с элементами релаксации на базе спорткомплекса «Заря» (г. Миасс) для женщин всех возрастов.
В 1996—1997 годах преподавала курс «Основы ритмологии» в Уральском государственном техническом университете (Екатеринбург).,В тысяча девятьсот девяносто шестом по тысяча девятьсот девяносто седьмой годах преподавала курс «Основы ритмологии» в Уральском государственном техническом университете (Екатеринбург).
==== Первое (1953—1969) ====,==== Первое (тысяча девятьсот пятьдесят третий—тысяча девятьсот шестьдесят девятый) ====
"Стебли 5—15 см высотой, с белыми, головчатыми волосками, а также янтарными железками.","Стебли от пяти до пятнадцати см высотой, с белыми, головчатыми волосками, а также янтарными железками."
"В 1658—1663 годах Лафосс, про совету Лебрена, путешествует по Италии, живёт в Риме, Парме и Венеции, где изучает творчество старых мастеров.","В тысяча шестьсот пятьдесят восьмом по тысяча шестьсот шестьдесят третьем годах Лафосс, про совету Лебрена, путешествует по Италии, живёт в Риме, Парме и Венеции, где изучает творчество старых мастеров."
В 1689—1692 годах художник живёт в Англии и по заказу лорда Монтегю занимается интерьером его лондонского дворца на Блумсбери-сквер.,В тысяча шестьсот восемьдесят девятом по тысяча шестьсот девяносто втором годах художник живёт в Англии и по заказу лорда Монтегю занимается интерьером его лондонского дворца на Блумсбери-сквер.
Андрей Константинович НАРТОВ (1693—1756),Андрей Константинович НАРТОВ (тысяча шестьсот девяносто третий—тысяча семьсот пятьдесят шестой)
"Вступил в РСДРП, участвовал в Революции 1905—1907 годов.","Вступил в РСДРП, участвовал в Революции с тысяча девятьсот пятого по тысяча девятьсот седьмой годов."
"В 1923—1925 годах учился в Высшем художественном литературном институте имени В. Я. Брюсова, затем снова был на партийной работе.","В тысяча девятьсот двадцать третьем по тысяча девятьсот двадцать пятый годах учился в Высшем художественном литературном институте имени В. Я. Брюсова, затем снова был на партийной работе."
"Был залегендирован как сапожник, после вхождения в курс дел перешел в город, где зимой 1943—1944 гг. стал секретарём Симферопольского подпольного горкома партии.","Был залегендирован как сапожник, после вхождения в курс дел перешел в город, где зимой с тысяча девятьсот сорок третьего по тысяча девятьсот сорок четвёртый гг. стал секретарём Симферопольского подпольного горкома партии."
Преподавал астрономию в 1818—1819 годах.,Преподавал астрономию в тысяча восемьсот восемнадцатом по тысяча восемьсот девятнадцатый годах.
"В 1819—1822 годах совершенствовался за границей, посетив астрономические обсерватории в Кёнигсберге, Берлине, Геттингене, Бремене, побывал в Лондоне, Гринвиче, Кембридже, Оксфорде, Дублине.","В тысяча восемьсот девятнадцатом по тысяча восемьсот двадцать втором годах совершенствовался за границей, посетив астрономические обсерватории в Кёнигсберге, Берлине, Геттингене, Бремене, побывал в Лондоне, Гринвиче, Кембридже, Оксфорде, Дублине."
В 1820—1822 годах слушал в Париже лекции по астрономии математика Жана-Батиста Био.,В тысяча восемьсот двадцатом по тысяча восемьсот двадцать втором годах слушал в Париже лекции по астрономии математика Жана-Батиста Био.
"В 1824—1832 годах принимал участие в триангуляционных измерениях генерала К. И. Теннера в Курляндии, Литве и Жмуди.","В тысяча восемьсот двадцать четвёртом по тысяча восемьсот тридцать втором годах принимал участие в триангуляционных измерениях генерала К. И. Теннера в Курляндии, Литве и Жмуди."
Около 60—70 % годового количества осадков выпадает в течение тёплого периода.,Около шестидесяти-семидесяти % годового количества осадков выпадает в течение тёплого периода.
Безморозный период длится 195—220 дней.,Безморозный период длится от ста девяноста пяти до двухсот двадцати дней.
"Среднегодовое количество атмосферных осадков составляет 500—550 мм, из которых большая часть выпадает в тёплый период.","Среднегодовое количество атмосферных осадков составляет от пятисот до пятисот пятидесяти мм, из которых большая часть выпадает в тёплый период."
"Тем не менее, утрата контроля над данной территорией после 22 лет (1856—1878) управления ею продолжает болезненно восприниматься в некоторых общественно-политических кругах современной Румынии.","Тем не менее, утрата контроля над данной территорией после двадцати двух лет (тысяча восемьсот пятьдесят шестой—тысяча восемьсот семьдесят восьмой) управления ею продолжает болезненно восприниматься в некоторых общественно-политических кругах современной Румынии."
"Поэтому единственная подробная карта новой границы княжества (справа) была составлена в 1856—1857 году английскими чиновниками, которые надеялись остановить территориальную экспансию России.","Поэтому единственная подробная карта новой границы княжества (справа) была составлена в тысяча восемьсот пятьдесят шестом по тысяча восемьсот пятьдесят седьмой году английскими чиновниками, которые надеялись остановить территориальную экспансию России."
"При этом дельта Дуная, которая в 1829—1856 годах также принадлежала Российской империи, была возвращена ею в состав собственно Османской империи, а затем получена Румынией.","При этом дельта Дуная, которая в тысяча восемьсот двадцать девятом по тысяча восемьсот пятьдесят шестом годах также принадлежала Российской империи, была возвращена ею в состав собственно Османской империи, а затем получена Румынией."
В период румынской оккупации Бессарабии (1918—1940) эта территория была включена приблизительно (но не точно) в состав Кагульского и Измаильского округов королевства Румыния.,В период румынской оккупации Бессарабии (тысяча девятьсот восемнадцатый—тысяча девятьсот сороковой) эта территория была включена приблизительно (но не точно) в состав Кагульского и Измаильского округов королевства Румыния.
"Дело в том что в период первой российский власти между 1811—1856 годах мусульманское (татарско-ногайское) население всего Буджака эмигрирорвало, а их место заняли православные переселенцы из Болгарии (болгары, гагаузы, арнауты), а также других областей Российской империи (русские, украинцы) которые и создали русскоязычный характер этой области, сохраняющийся до наших дней.","Дело в том что в период первой российский власти между с тысяча восемьсот одиннадцатого по тысяча восемьсот пятьдесят шестой годах мусульманское (татарско-ногайское) население всего Буджака эмигрирорвало, а их место заняли православные переселенцы из Болгарии (болгары, гагаузы, арнауты), а также других областей Российской империи (русские, украинцы) которые и создали русскоязычный характер этой области, сохраняющийся до наших дней."
"К примеру, половина российских албанцев-арнаутов, проживавших в селе Жовтневое (в османские времена известное как урочище Каракурт близ Болграда) в 1861—62 гг. переселилась в российское Запорожье (Приазовье).","К примеру, половина российских албанцев-арнаутов, проживавших в селе Жовтневое (в османские времена известное как урочище Каракурт близ Болграда) в тысяча восемьсот шестьдесят первом по шестьдесят второй гг. переселилась в российское Запорожье (Приазовье)."
Принял участие в морских операциях греко-итальянской войны 1940—1941 годов.,Принял участие в морских операциях греко-итальянской войны с тысяча девятьсот сорокового по тысяча девятьсот сорок первый годов.
"Работал в Департаменте уделов (1850—1866) в Петербурге, занимался строительством дворцовых зданий.","Работал в Департаменте уделов (тысяча восемьсот пятидесятый—тысяча восемьсот шестьдесят шестой) в Петербурге, занимался строительством дворцовых зданий."
"Здание монастырского училища для девочек-сирот духовного звания Томской епархии в Иоанно-Предтеченском монастыре, построенное в (1870—1878)","Здание монастырского училища для девочек-сирот духовного звания Томской епархии в Иоанно-Предтеченском монастыре, построенное в (тысяча восемьсот семидесятый—тысяча восемьсот семьдесят восьмой)"
Церковь Спаса Нерукотворного Образа (Спасо-Парголовская) на Шуваловском кладбище — наблюдение за строительством (1876—1880),Церковь Спаса Нерукотворного Образа (Спасо-Парголовская) на Шуваловском кладбище — наблюдение за строительством (тысяча восемьсот семьдесят шестой—тысяча восемьсот восьмидесятый)
"По мнению других исследователей (Кёллна, Гитцига, Штрауса), происхождение пророчества Софонии современно 6-ти летней реформаторской деятельности царя Иосии (629—623 года до н. э.).","По мнению других исследователей (Кёллна, Гитцига, Штрауса), происхождение пророчества Софонии современно шести-ти летней реформаторской деятельности царя Иосии (с шестисот двадцать девятого по шестьсот двадцать третий года до н. э.)."
"Некоторые исследователи (Делич, Клейнерт, Филиппсон и другие) относят речи пророка Софонии к послереформенному 12-ти летнему периоду жизни и царствования Иосии (622—610 года до н. э.).","Некоторые исследователи (Делич, Клейнерт, Филиппсон и другие) относят речи пророка Софонии к послереформенному двенадцати-ти летнему периоду жизни и царствования Иосии (с шестьсот двадцать второго по шестьсот десятый года до н. э.)."
Морозов Геннадий Константинович (1972-1983),Морозов Геннадий Константинович (тысяча девятьсот семьдесят второй-тысяча девятьсот восемьдесят третий)
Гарновский Валерий Борисович (1986-1992),Гарновский Валерий Борисович (тысяча девятьсот восемьдесят шестой-тысяча девятьсот девяносто второй)
Омолаживающая обрезка производится на 8—10-й год роста.,Омолаживающая обрезка производится на с восьмого по десятый-й год роста.
Размах крыльев 40—50 мм.,Размах крыльев от сорока до пятидесяти мм.
Длина переднего крыла 21—28 мм.,Длина переднего крыла от двадцати одного до двадцати восьми мм.
Сын авиаконструктора Моисея Соломоновича Гордона (1919—2004).,Сын авиаконструктора Моисея Соломоновича Гордона (тысяча девятьсот девятнадцатый—две тысячи четвёртый).
Выпускник факультета художественно-технического оформления печатной продукции Московского полиграфического института (1981—1987),Выпускник факультета художественно-технического оформления печатной продукции Московского полиграфического института (тысяча девятьсот восемьдесят первый—тысяча девятьсот восемьдесят седьмой)
Азербайджан поддержал кандидатуру Австралии в членство в Совете по правам человека ООН на 2018—2020 годы.,Азербайджан поддержал кандидатуру Австралии в членство в Совете по правам человека ООН на с две тысячи восемнадцатого по две тысячи двадцатый годы.
