q,a
"При этом трижды санмаринцы забили в свои ворота, а поражение от сборной Нидерландов (0:11) стало самой крупной победой в истории «оранжевых».","При этом трижды санмаринцы забили в свои ворота, а поражение от сборной Нидерландов (ноль часов одиннадцать минут) стало самой крупной победой в истории «оранжевых»."
В августе 2012 года Сан-Марино во второй раз в истории забило два мяча в одном матче — в товарищеском матче со сборной Мальты (поражение 2:3); голы забили Мануэль Марани и Данило Ринальди.,В августе две тысячи двенадцатого года Сан-Марино во второй раз в истории забило два мяча в одном матче — в товарищеском матче со сборной Мальты (поражение два:три); голы забили Мануэль Марани и Данило Ринальди.
Поражения от Черногории (0:6) и Украины (0:9) стали самыми крупными победами в истории этих сборных.,Поражения от Черногории (ноль:шесть) и Украины (ноль:девять) стали самыми крупными победами в истории этих сборных.
"В отборочном турнире к Евро-2016 сборная Сан-Марино всухую проиграла три первых матча против сборных Литвы (0:2), Англии (0:5) и Швейцарии (0:4), а 15 ноября 2014 года сыграла вничью 0:0 в отборочном матче против Эстонии.","В отборочном турнире к Евро-две тысячи шестнадцать сборная Сан-Марино всухую проиграла три первых матча против сборных Литвы (ноль:два), Англии (ноль:пять) и Швейцарии (ноль:четыре), а пятнадцатого ноября две тысячи четырнадцатого года сыграла вничью ноль:ноль в отборочном матче против Эстонии."
"8 сентября сборная смогла забить гол и сравнять счет в матче с Литвой, однако в конце матча в компенсированное время пропустила, в итоге проиграла 1:2.","восьмого сентября сборная смогла забить гол и сравнять счет в матче с Литвой, однако в конце матча в компенсированное время пропустила, в итоге проиграла один:два."
"Самым пристойным результатом стало домашнее поражение в первой встрече от Азербайджана со счётом 0:1, а оба забитых в отборочном турнире мяча санмаринцы забили на выезде — с Норвегией (1:4) и Азербайджаном (1:5).","Самым пристойным результатом стало домашнее поражение в первой встрече от Азербайджана со счётом ноль:один, а оба забитых в отборочном турнире мяча санмаринцы забили на выезде — с Норвегией (один:четыре) и Азербайджаном (один:пять)."
"В отборе к Евро-2020 санмаринцы проиграли все свои матчи, пропустив 51 гол и забив один мяч дома Казахстану (1:3).","В отборе к Евро-две тысячи двадцать санмаринцы проиграли все свои матчи, пропустив пятьдесят один гол и забив один мяч дома Казахстану (один:три)."
"При этом гостевые матчи с Бельгией и Кипром ознаменовались повторами самых крупных побед этих сборных (9:0 и 5:0 соответственно), а сборная России одержала на своём поле самую крупную победу в своей истории со счётом 9:0.","При этом гостевые матчи с Бельгией и Кипром ознаменовались повторами самых крупных побед этих сборных (девять:ноль и пять:ноль соответственно), а сборная России одержала на своём поле самую крупную победу в своей истории со счётом девять:ноль."
"Около 11:50, в момент, когда автобус с членами королевской семьи сделал поворот в направлении дворца Хет Лоо, Татес разогнал свой автомобиль и, намереваясь протаранить автобус, на огромной скорости въехал в толпу, собравшуюся вдоль края дороги, по которой проезжал королевский кортеж.","Около одиннадцати часов пятидесяти минут, в момент, когда автобус с членами королевской семьи сделал поворот в направлении дворца Хет Лоо, Татес разогнал свой автомобиль и, намереваясь протаранить автобус, на огромной скорости въехал в толпу, собравшуюся вдоль края дороги, по которой проезжал королевский кортеж."
"Первая жена Вера Николаевна Писарева, 01.07.1969 года рождения, в 1994 году окончила факультет журналистики МГУ, в 1988—1989 годах — один из авторов самиздатской газеты «Хронограф», с 1988 года сотрудничала с Московским общественным бюро информационного обмена.","Первая жена Вера Николаевна Писарева, первого июля тысяча девятьсот шестьдесят девятого года рождения, в одна тысяча девятьсот девяносто четвертом году окончила факультет журналистики МГУ, в тысяча девятьсот восемьдесят восьмом по тысяча девятьсот восемьдесят девятый годах — один из авторов самиздатской газеты «Хронограф», с одна тысяча девятьсот восемьдесят восемь года сотрудничала с Московским общественным бюро информационного обмена."
"Краснобаева, поженились в мае 2005 года), 15.09.1981 года рождения, в 2003 году окончила социологический факультет МГУ, бывший пресс-секретарь фракции «Яблоко» в Московской городской думе.","Краснобаева, поженились в мае две тысячи пятого года), пятнадцатого сентября тысяча девятьсот восемьдесят первого года рождения, в две тысячи третьем году окончила социологический факультет МГУ, бывший пресс-секретарь фракции «Яблоко» в Московской городской думе."
"Кандидат от «ЯБЛОКА» Сергей Митрохин разместил отчет о 20-летней деятельности, 05.08.2016.","Кандидат от «ЯБЛОКА» Сергей Митрохин разместил отчет о двадцать-летней деятельности, пятого августа две тысячи шестнадцатого года."
"Также было определено точное время приводнения, так как одни из часов в кабине остановились в 11:28:40 по центральноевропейскому времени.","Также было определено точное время приводнения, так как одни из часов в кабине остановились в одиннадцать часов двадцать восемь минут сорок секунд по центральноевропейскому времени."
Модель самолёта «Tp 79» в масштабе 1:12 тоже была передана в аренду Музею ВВС 5 мая 2009 года.,Модель самолёта «Tp семьдесят девять» в масштабе один час двенадцать минут тоже была передана в аренду Музею ВВС пять мая две тысячи девять года.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Сальва Севилья дебютировал в Примере 27 августа 2011 года в матче с «Гранадой» (1:0).,Сальва Севилья дебютировал в Примере двадцать семь августа две тысячи одиннадцать года в матче с «Гранадой» (один:ноль).
"Согласно подписанному в этот же день «Первому Минскому соглашению», в 18:00 должно было начаться перемирие.","Согласно подписанному в этот же день «Первому Минскому соглашению», в восемнадцать часов ноль минут должно было начаться перемирие."
"В первом поединке «Аль-Батин» одолел дома противника со счётом 2:1, но в ответном матче был разгромлен со счётом 1:4 и казалось упустил путёвку в Про-лигу.","В первом поединке «Аль-Батин» одолел дома противника со счётом два:один, но в ответном матче был разгромлен со счётом один:четыре и казалось упустил путёвку в Про-лигу."
"Команда под руководством египетского тренера Аделя Абдельрахмана, участника чемпионата мира 1990 года, сыграла свой первый матч на высшем уровне 11 августа, проведя его в гостях против самого титулованного и популярного клуба страны, «Аль-Хиляля», уступив ему со счётом 0:2.","Команда под руководством египетского тренера Аделя Абдельрахмана, участника чемпионата мира одна тысяча девятьсот девяносто года, сыграла свой первый матч на высшем уровне одиннадцатого августа, проведя его в гостях против самого титулованного и популярного клуба страны, «Аль-Хиляля», уступив ему со счётом ноль:два."
"Его контракты начинались с пункта, что его съёмочный и рабочий дни заканчивались в 17:00.","Его контракты начинались с пункта, что его съёмочный и рабочий дни заканчивались в семнадцать часов ноль минут."
В 1989 Виктория Скокова (Саратов; р. 1980) пробежала 70 км за 14:35 (с 2-часовым сном).,В одна тысяча девятьсот восемьдесят девятом Виктория Скокова (Саратов; р. одна тысяча девятьсот восемьдесят) пробежала семьдесят км за четырнадцать часов тридцать пять минуты (с двухчасовым сном).
7:28 Позиция 600 ярдов на траверзе крейсера (двухтрубный).,семь часов двадцать восемь минут Позиция шестьсот ярдов на траверзе крейсера (двухтрубный).
7:29 Одиночный сильный взрыв.,семь часов двадцать девять минут Одиночный сильный взрыв.
"7:32 Всплыл под перископ, наблюдаю крейсер без хода, крен на правый борт.","семь часов тридцать две минуты Всплыл под перископ, наблюдаю крейсер без хода, крен на правый борт."
"8:35 Всплыл под перископ, крейсер не наблюдаю, на его месте траулеры.","восемь часов тридцать пять минуты Всплыл под перископ, крейсер не наблюдаю, на его месте траулеры."
Рассказ о посещении библиотеки  (недоступная ссылка с 11-05-2013 [4002 дня])  (нем.),Рассказ о посещении библиотеки  (недоступная ссылка с от одиннадцати до пяти-две тысячи тринадцать [четыре тысячи два дня])  (нем.)
История приватизации «Томского инструмента» (недоступная ссылка с 02-05-2016 [2908 дней]),История приватизации «Томского инструмента» (недоступная ссылка с от двух до пяти-две тысячи шестнадцать [две тысячи девятьсот восемь дней])
Около 8:30 Чжу Жунцзи и ещё несколько человек неожиданно вышли за ворота Чжуннаньхая.,Около восьми часов тридцати минут Чжу Жунцзи и ещё несколько человек неожиданно вышли за ворота Чжуннаньхая.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
До начала строительства грунт реки Невы по оси моста был испытан забивкой пробных свай и зондировкой:28:139.,До начала строительства грунт реки Невы по оси моста был испытан забивкой пробных свай и зондировкой:двадцать восемь:сто тридцать девять.
"Между устоем правого берега и толстым быком был выложен обратный свод как для укрепления дна и получения необходимого по глубине фарватера, так и для предохранения возможных подвижек толстого быка по направлению к береговой опоре:90:28.","Между устоем правого берега и толстым быком был выложен обратный свод как для укрепления дна и получения необходимого по глубине фарватера, так и для предохранения возможных подвижек толстого быка по направлению к береговой опоре:девяносто:двадцать восемь."
"Общая стоимость реконструкции моста по составленной технической смете, представленной на утверждение в НККХ РСФСР 14 декабря 1936 года, была определена в сумме 26 (по другим данным — 28:31) млн. рублей.","Общая стоимость реконструкции моста по составленной технической смете, представленной на утверждение в НККХ РСФСР четырнадцатого декабря одна тысяча девятьсот тридцать шестого года, была определена в сумме двадцать шесть (по другим данным — двадцать восемь:тридцать один) млн. рублей."
Вместо заклёпок для соединения элементов пролётного строения использовалась электросварка:30:48.,Вместо заклёпок для соединения элементов пролётного строения использовалась электросварка:тридцать:сорок восемь.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"16.08.1914-17.07.1915 — Сохачевский, Иосиф Захарович, полковник","шестнадцатого августа тысяча девятьсот четырнадцатого года-семнадцатого июля тысяча девятьсот пятнадцатого года — Сохачевский, Иосиф Захарович, полковник"
"25.04.1915 - 04.05.1915 - Белгородский Виктор Ильич, капитан (временно исполняющий должность)","двадцать пятого апреля тысяча девятьсот пятнадцатого года - четвёртого мая тысяча девятьсот пятнадцатого года - Белгородский Виктор Ильич, капитан (временно исполняющий должность)"
"15.05.1915 - 06.08.1915 - Мышкин?, полковник (временно исполняющий должность)","пятнадцатого мая тысяча девятьсот пятнадцатого года - шестого августа тысяча девятьсот пятнадцатого года - Мышкин?, полковник (временно исполняющий должность)"
"27.07.1915 – 23.09.1915 — Ермолаев Иван Гаврилович, полковник","двадцать седьмого июля тысяча девятьсот пятнадцатого года – двадцать третьего сентября тысяча девятьсот пятнадцатого года — Ермолаев Иван Гаврилович, полковник"
"23.09.1915 – 08.10.1915 — Наумов Анатолий Васильевич, подполковник (временно исполняющий должность)","двадцать третьего сентября тысяча девятьсот пятнадцатого года – восьмого октября тысяча девятьсот пятнадцатого года — Наумов Анатолий Васильевич, подполковник (временно исполняющий должность)"
"28.08.1916-18.09.1916 — Миклашевский, Михаил Иосифович, полковник  (временно исполняющий дела)","двадцать восьмого августа тысяча девятьсот шестнадцатого года-восемнадцатого сентября тысяча девятьсот шестнадцатого года — Миклашевский, Михаил Иосифович, полковник  (временно исполняющий дела)"
"18.09.1916-хх.01.1917 — Ерченко, Евгений Георгиевич,  полковник (временно исполняющий дела)","восемнадцатого сентября тысяча девятьсот шестнадцатого года-хх.один.одна тысяча девятьсот семнадцать — Ерченко, Евгений Георгиевич,  полковник (временно исполняющий дела)"
"03.01.1917-хх.хх.1917 — Ярошевский, Дмитрий Николаевич, полковник","третьего января тысяча девятьсот семнадцатого года-хх.хх.одна тысяча девятьсот семнадцать — Ярошевский, Дмитрий Николаевич, полковник"
"xx.xx.1917-08.01.1917 — Дженеев, Николай Дмитриевич, полковник","xx.xx.одна тысяча девятьсот семнадцать-восьмого января тысяча девятьсот семнадцатого года — Дженеев, Николай Дмитриевич, полковник"
"12.08.1917 – 19.09.1917 — Шаламов Михаил Алексеевич, полковник","двенадцатого августа тысяча девятьсот семнадцатого года – девятнадцатого сентября тысяча девятьсот семнадцатого года — Шаламов Михаил Алексеевич, полковник"
"19.09.1917 – 20.12.1917 — Белгородский Виктор Ильич, капитан","девятнадцатого сентября тысяча девятьсот семнадцатого года – двадцатого декабря тысяча девятьсот семнадцатого года — Белгородский Виктор Ильич, капитан"
"20.12.1917 – хх.хх.1918 — Соллогуб Александр Автономович, капитан (избран демократическим путем)","двадцатого декабря тысяча девятьсот семнадцатого года – хх.хх.одна тысяча девятьсот восемнадцать — Соллогуб Александр Автономович, капитан (избран демократическим путем)"
"Биография на сайте кафедры ЭТиМО ПГУ, dep_etme.pnzgu.ru, 15.10.2021.","Биография на сайте кафедры ЭТиМО ПГУ, dep_etme.pnzgu.ru, пятнадцатого октября две тысячи двадцать первого года."
— УДК 636.4:591.46](063)) и «Сопоставление данных биопсии и электрического сопротивления слизистой оболочки преддверия влагалища свиней» (Технология искусственного осеменения и биология воспроизведения сельскохозяйственных животных.,— УДК шестьсот тридцать шесть.четыре:пятьсот девяносто один.сорок шесть](шестьдесят три)) и «Сопоставление данных биопсии и электрического сопротивления слизистой оболочки преддверия влагалища свиней» (Технология искусственного осеменения и биология воспроизведения сельскохозяйственных животных.
«Торонто» после трех матчей финала проигрывал «Ред Уингз» со счётом 3:0.,«Торонто» после трех матчей финала проигрывал «Ред Уингз» со счётом три:ноль.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Награждён орденом Отечественной войны II степени (06.04.1985) и медалями, в том числе «За отвагу» (19.05.1945), «За взятие Берлина» (22.12.1945) и «За освобождение Варшавы» (10.05.1946).","Награждён орденом Отечественной войны второй степени (шестого апреля тысяча девятьсот восемьдесят пятого года) и медалями, в том числе «За отвагу» (девятнадцатого мая тысяча девятьсот сорок пятого года), «За взятие Берлина» (двадцать второго декабря тысяча девятьсот сорок пятого года) и «За освобождение Варшавы» (десятого мая тысяча девятьсот сорок шестого года)."
"На 85-й минуте матча группового этапа между Италией и Чили Бушардо ошибочно назначил пенальти в ворота латиноамериканской сборной, что позволило итальянцам добиться ничьей 2:2.","На восемьдесят пять-й минуте матча группового этапа между Италией и Чили Бушардо ошибочно назначил пенальти в ворота латиноамериканской сборной, что позволило итальянцам добиться ничьей два:два."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Золотоносов М. Н. Петербург теряет уникальные графские усадьбы, расположенные в городской черте Архивная копия от 26 декабря 2019 на Wayback Machine // online812.ru, 05.07.2013","Золотоносов М. Н. Петербург теряет уникальные графские усадьбы, расположенные в городской черте Архивная копия от двадцать шесть декабря две тысячи девятнадцать на Wayback Machine // onlineвосемьсот двенадцать.ru, пятого июля две тысячи тринадцатого года"
13:1).,тринадцать:один).
13:25).,тринадцать часов двадцать пять минуты).
"орден Отечественной войны 2-й степени (11.03.1985),","орден Отечественной войны второй степени (одиннадцатого марта тысяча девятьсот восемьдесят пятого года),"
"Орден Трудового Красного Знамени (11.06.1980),","Орден Трудового Красного Знамени (одиннадцатого июня тысяча девятьсот восьмидесятого года),"
Орден Красного Знамени (27.09.1943),Орден Красного Знамени (двадцать седьмого сентября тысяча девятьсот сорок третьего года)
Работают по расписанию с 5:10 до 22:00.,Работают по расписанию с пяти часов десяти минут до двадцати двух часов ноля минут.
Матч завершился со счётом 3:2.,Матч завершился со счётом три:два.
"В том же году «Боруссия» вышла в финал Британской зоны оккупации, но проиграла там «Гамбургу» со счётом 0:1.","В том же году «Боруссия» вышла в финал Британской зоны оккупации, но проиграла там «Гамбургу» со счётом ноль:один."
Впервые чемпионом дортмундский клуб смог стать в 1949 году; в финале национальной лиги «Боруссия» проиграла в дополнительное время футбольному клубу VfR Mannheim со счётом 3:2.,Впервые чемпионом дортмундский клуб смог стать в одна тысяча девятьсот сорок девятом году; в финале национальной лиги «Боруссия» проиграла в дополнительное время футбольному клубу VfR Mannheim со счётом три:два.
"В 1956 году в финале со счётом 4:2 был обыгран «Карлсруэ», а в 1957 «Гамбург» со счётом 4:1.","В одна тысяча девятьсот пятьдесят шестом году в финале со счётом четыре:два был обыгран «Карлсруэ», а в одна тысяча девятьсот пятьдесят семь «Гамбург» со счётом четыре:один."
"В первом же сезоне клуб занял четвёртое место, но на европейской арене добиться успеха опять не удалось — в Кубке Ярмарок, на второй стадии, со счётом 1:6 в первом матче и 0:4 во втором, «Боруссия» была разгромлена «Манчестер Юнайтед», в котором в то время выступали Бобби Чарльтон и Джордж Бест.","В первом же сезоне клуб занял четвёртое место, но на европейской арене добиться успеха опять не удалось — в Кубке Ярмарок, на второй стадии, со счётом один:шесть в первом матче и ноль:четыре во втором, «Боруссия» была разгромлена «Манчестер Юнайтед», в котором в то время выступали Бобби Чарльтон и Джордж Бест."
В финале Кубка Германии со счётом 2:0 был обыгран клуб «Алемания» Ахен.,В финале Кубка Германии со счётом два:ноль был обыгран клуб «Алемания» Ахен.
"В финале, который проходил в Глазго, со счётом 2:1 был обыгран «Ливерпуль».","В финале, который проходил в Глазго, со счётом два:один был обыгран «Ливерпуль»."
Тогда же была одержана самая крупная победа над «Шальке 04»: 7:0.,Тогда же была одержана самая крупная победа над «Шальке четыре»: семь:ноль.
В финале Кубка Германии со счётом 4:1 был обыгран «Вердер».,В финале Кубка Германии со счётом четыре:один был обыгран «Вердер».
"Единственным достижением клуба в этот период был выход в финал Кубка Германии в 2008 году, где команда уступила «Баварии» со счётом 2:1.","Единственным достижением клуба в этот период был выход в финал Кубка Германии в две тысячи восьмом году, где команда уступила «Баварии» со счётом два:один."
Финал закончился со счётом 5:2.,Финал закончился со счётом пять:два.
"Первый матч на своём поле «Боруссия» выиграла со счётом 4:1 — все 4 мяча, из которых один с пенальти, забил Роберт Левандовский.","Первый матч на своём поле «Боруссия» выиграла со счётом четыре:один — все четыре мяча, из которых один с пенальти, забил Роберт Левандовский."
25 мая в Лондоне «Боруссия» в финальном матче проиграла со счётом 1:2.,двадцать пять мая в Лондоне «Боруссия» в финальном матче проиграла со счётом один:два.
Дортмундцы смогли взять реванш у «Баварии» в Суперкубке Германии 2013 (4:2).,Дортмундцы смогли взять реванш у «Баварии» в Суперкубке Германии две тысячи тринадцать (четыре:два).
"В первом матче, в гостях, «Боруссия» проиграла 0:3.","В первом матче, в гостях, «Боруссия» проиграла ноль:три."
В домашнем матче «Боруссия» выиграла 2:0 и покинула турнир.,В домашнем матче «Боруссия» выиграла два:ноль и покинула турнир.
"В чемпионате Германии чёрно-жёлтые в итоге заняли второе место, а в финале Кубка Германии «Боруссия» в упорной борьбе в дополнительное время уступила главному конкуренту — «Баварии» (0:2).","В чемпионате Германии чёрно-жёлтые в итоге заняли второе место, а в финале Кубка Германии «Боруссия» в упорной борьбе в дополнительное время уступила главному конкуренту — «Баварии» (ноль:два)."
Первой игрой на стадионе был товарищеский матч между «Боруссией» и «Шальке 04» (0:3).,Первой игрой на стадионе был товарищеский матч между «Боруссией» и «Шальке четыре» (ноль:три).
В том матче победу со счётом 4:2 одержали более сильные на тот момент гельзенкирхенцы.,В том матче победу со счётом четыре:два одержали более сильные на тот момент гельзенкирхенцы.
Заслуженный мастер спорта РФ (28.02.1997),Заслуженный мастер спорта РФ (двадцать восьмого февраля тысяча девятьсот девяносто седьмого года)
— 25.07.2000.,— двадцать пятого июля двухтысячного года.
орден «Знак Почёта» (18.03.1959),орден «Знак Почёта» (восемнадцатого марта тысяча девятьсот пятьдесят девятого года)
медаль «За трудовую доблесть» (24.03.1945),медаль «За трудовую доблесть» (двадцать четвёртого марта тысяча девятьсот сорок пятого года)
"14 июня отыграл все 90 минут в ответном матче двух команд, игра закончилась победой сборной Антигуа со счётом 4:1 и позволила команде перейти в третий раунд.","четырнадцатого июня отыграл все девяносто минут в ответном матче двух команд, игра закончилась победой сборной Антигуа со счётом четыре:один и позволила команде перейти в третий раунд."
"В сентябре того же года Ромео принял в обоих матчах третьего отборочного раунда против сборной Гватемалы, однако по сумме двух матчей Антигуа и Барбуда уступила со счётом 1:2 и завершила борьбу за выход на мундиаль.","В сентябре того же года Ромео принял в обоих матчах третьего отборочного раунда против сборной Гватемалы, однако по сумме двух матчей Антигуа и Барбуда уступила со счётом один:два и завершила борьбу за выход на мундиаль."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Подпоручик (ст. 16.04.1878); поручик (ст. 17.04.1883); штабс-капитан (ст. 05.04.1887); капитан (ст. 30.08.1891).,Подпоручик (ст. шестнадцатого апреля тысяча восемьсот семьдесят восьмого года); поручик (ст. семнадцатого апреля тысяча восемьсот восемьдесят третьего года); штабс-капитан (ст. пятого апреля тысяча восемьсот восемьдесят седьмого года); капитан (ст. тридцатого августа тысяча восемьсот девяносто первого года).
Окрестности станицы Беломечетской : [арх. 11.01.2019] // Генеалогический форум ВГД.,Окрестности станицы Беломечетской : [арх. одиннадцатого января две тысячи девятнадцатого года] // Генеалогический форум ВГД.
"«Флаг муниципального образования „Кисельнинское сельское поселение“ Волховского муниципального района Ленинградской области представляет собой прямоугольное полотнище с отношением ширины флага к длине — 2:3, воспроизводящее композицию герба муниципального образования „Кисельнинское сельское поселение“ Волховского муниципального района Ленинградской области в красном, жёлтом и белом цветах».","«Флаг муниципального образования „Кисельнинское сельское поселение“ Волховского муниципального района Ленинградской области представляет собой прямоугольное полотнище с отношением ширины флага к длине — два:три, воспроизводящее композицию герба муниципального образования „Кисельнинское сельское поселение“ Волховского муниципального района Ленинградской области в красном, жёлтом и белом цветах»."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
орден Красной Звезды (21.04.1944),орден Красной Звезды (двадцать первого апреля тысяча девятьсот сорок четвёртого года)
медаль «За отвагу» (25.11.1943),медаль «За отвагу» (двадцать пятого ноября тысяча девятьсот сорок третьего года)
Мария Алексеевна (1672—16.10.1752) — замужем за князем Василием Юрьевичем Одоевским (1673—1752).,Мария Алексеевна (одна тысяча шестьсот семьдесят два—шестнадцатого октября тысяча семьсот пятьдесят второго года) — замужем за князем Василием Юрьевичем Одоевским (тысяча шестьсот семьдесят третий—тысяча семьсот пятьдесят второй).
"31.05.1917, Глазго, Шотландия — 19.03.2004) — британский дипломат.","тридцать первого мая тысяча девятьсот семнадцатого года, Глазго, Шотландия — девятнадцатого марта две тысячи четвёртого года) — британский дипломат."
"Анатолий Иванович Абрамов (31.12.1912 — 16.05.1960) — советский инженер, лауреат государственных премий.","Анатолий Иванович Абрамов (тридцать первого декабря тысяча девятьсот двенадцатого года — шестнадцатого мая тысяча девятьсот шестидесятого года) — советский инженер, лауреат государственных премий."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
