q,a
"Считается, что в галактике Млечный Путь 1 новое рассеянное скопление образуется раз в несколько 1000 лет.","Считается, что в галактике Млечный Путь одно новое рассеянное скопление образуется раз в несколько тысяч лет."
"Через несколько 1000000 лет в скоплении происходит 1 вспышка сверхновой (англ. core-collapse supernovae), которая также выталкивает газ из своих окрестностей.","Через несколько миллионов лет в скоплении происходит первая вспышка сверхновой (англ. core-collapse supernovae), которая также выталкивает газ из своих окрестностей."
"Иногда скопления, рожденные в 1 время, образуют двойное скопление.","Иногда скопления, рожденные в одно время, образуют двойное скопление."
"Рассеянные скопления могут представлять как разреженные группы из нескольких звезд, так и большие агломерации, включающие 1000 членов.","Рассеянные скопления могут представлять как разреженные группы из нескольких звезд, так и большие агломерации, включающие тысячи членов."
1 часть обозначается римской цифрой I—IV и означает концентрацию скопления и его отличимость от окружающего звездного поля (от сильной до слабой).,Первая часть обозначается римской цифрой I—IV и означает концентрацию скопления и его отличимость от окружающего звездного поля (от сильной до слабой).
"3 часть — это буква p, m или r, обозначающая, соответственно, низкое, среднее или большое число звезд в скоплении.","Третья часть — это буква p, m или r, обозначающая, соответственно, низкое, среднее или большое число звезд в скоплении."
Такие звезды обладают наибольшей массой и наименьшим временем жизни — порядка нескольких десятков 1000000 лет.,Такие звезды обладают наибольшей массой и наименьшим временем жизни — порядка нескольких десятков миллионов лет.
Такие скопления очень быстро распадаются в течение нескольких 1000000 лет.,Такие скопления очень быстро распадаются в течение нескольких миллионов лет.
"Близкое прохождение 1 звезды рядом с другой может увеличить скорость 1 из звезд настолько, что она превысит скорость убегания из скопления.","Близкое прохождение одной звезды рядом с другой может увеличить скорость одной из звезд настолько, что она превысит скорость убегания из скопления."
"Причины этого не совсем ясны; 1 из объяснений состоит в том, что в недрах звезды происходят выбросы вещества из конвективной зоны в стабильную зону лучистого переноса.","Причины этого не совсем ясны; одно из объяснений состоит в том, что в недрах звезды происходят выбросы вещества из конвективной зоны в стабильную зону лучистого переноса."
Расстояния до наиболее близких к нам скоплений можно измерить прямо 1 из 2 способов.,Расстояния до наиболее близких к нам скоплений можно измерить прямо одним из двух способов.
"Измерение собственных движений членов скопления и нанесение на карту их видимого перемещения по небу позволит установить, что они сходятся в 1 точке.","Измерение собственных движений членов скопления и нанесение на карту их видимого перемещения по небу позволит установить, что они сходятся в одной точке."
1 упоминание относится к путешествию Вульфстана с полуострова Ютландия в Трусо.,Первое упоминание относится к путешествию Вульфстана с полуострова Ютландия в Трусо.
1 из турецких командиров Фаик-паша погиб в районе Карлиова.,Один из турецких командиров Фаик-паша погиб в районе Карлиова.
"Во 2 половине XVIII — начале XIX в. преобразован в усадебно-дворцовый комплекс, который включал дворец в стиле барокко, хозяйственные постройки, сад.","Во второй половине XVIII — начале XIX в. преобразован в усадебно-дворцовый комплекс, который включал дворец в стиле барокко, хозяйственные постройки, сад."
"На нижнем этаже ворот располагался дом с алькежами и 2 кладовые, а в верхнем — летнее жилище.","На нижнем этаже ворот располагался дом с алькежами и две кладовые, а в верхнем — летнее жилище."
"Внутри дворец имел большие и малые сени, ряд комнат, гардероб, спальню с альковом, парадную зал и на 2 этаже летнее жилище.","Внутри дворец имел большие и малые сени, ряд комнат, гардероб, спальню с альковом, парадную зал и на втором этаже летнее жилище."
По сторонам дворец фланкировали 2 официны (усадебный флигель).,По сторонам дворец фланкировали две официны (усадебный флигель).
"Неподалеку находились 2 флигеля, конюшня, возовня (сарай для телег), хлев и сад со стороны реки.","Неподалеку находились два флигеля, конюшня, возовня (сарай для телег), хлев и сад со стороны реки."
"Согласно исследованиям, звезда может иметь 2-3 планеты-гиганта.","Согласно исследованиям, звезда может иметь две-три планеты-гиганта."
В фантастическом романе «Тау 0» («Когда замирает время») и в повести «Пережить вечность» американского фантаста Пола Андерсона Бета Девы является целью полета корабля «Леонора Кристин».,В фантастическом романе «Тау Ноль» («Когда замирает время») и в повести «Пережить вечность» американского фантаста Пола Андерсона Бета Девы является целью полета корабля «Леонора Кристин».
"An tAllt Mór) — деревня в графстве Тирон Северной Ирландии, в 5 милях от Каррикмора и в 4 от Помероя.","An tAllt Mór) — деревня в графстве Тирон Северной Ирландии, в пяти милях от Каррикмора и в четырех от Помероя."
В студенческие годы начал заниматься судейством футбольных матчей и за 5 лет прошел путь от чемпионата области до высшего дивизиона.,В студенческие годы начал заниматься судейством футбольных матчей и за пять лет прошел путь от чемпионата области до высшего дивизиона.
И так — 40 раз»,И так — сорок раз»
"Тубероинфундибулярный путь является 1 из подсистем (систем, трактов, путей) дофаминергической системы мозга.","Тубероинфундибулярный путь является одним из подсистем (систем, трактов, путей) дофаминергической системы мозга."
Передовые части полка 1 в дивизии вышли к Днепру в районе села Андруши.,Передовые части полка первыми в дивизии вышли к Днепру в районе села Андруши.
"Захватив небольшой плацдарм, автоматчики дали возможность переправиться на правый берег подразделениям 3 батальона.","Захватив небольшой плацдарм, автоматчики дали возможность переправиться на правый берег подразделениям третьего батальона."
Там он получил 1 представление о внутреннем устройстве и работе психиатрической больницы.,Там он получил первое представление о внутреннем устройстве и работе психиатрической больницы.
"«2 года в Бад-Мергентхайме были самыми продуктивными в моем развитии», — писал Кречмер.","«Два года в Бад-Мергентхайме были самыми продуктивными в моем развитии», — писал Кречмер."
"К идее такой классификации по строению тела (на атлетический, астенический и пикнический типы) Эрнст Кречмер пришел еще в 1 год после государственного экзамена в больнице Виненталь.","К идее такой классификации по строению тела (на атлетический, астенический и пикнический типы) Эрнст Кречмер пришел еще в первый год после государственного экзамена в больнице Виненталь."
На основании множества вычислений соотношения частей тела Кречмер выделил 3 основных типа строения тела:,На основании множества вычислений соотношения частей тела Кречмер выделил три основных типа строения тела:
"Ладьеобразный череп во всем шизофреническом материале Кречмера встречается только 2 раза, но в резко выраженной форме.","Ладьеобразный череп во всем шизофреническом материале Кречмера встречается только два раза, но в резко выраженной форме."
"Шизоиды или циклоиды — колеблющиеся между здоровьем и психическим расстройством личности, которые отражают в легкой степени основные симптомы шизофренического психоза у 1, и циркулярного — у другого.","Шизоиды или циклоиды — колеблющиеся между здоровьем и психическим расстройством личности, которые отражают в легкой степени основные симптомы шизофренического психоза у одного, и циркулярного — у другого."
На русском языке книга не переиздавалась более 70 лет.,На русском языке книга не переиздавалась более семидесяти лет.
1 из 3 областей префектуры Фукусима включая Накадори в центральной части префектуры и Айдзу на западе.,Одна из трех областей префектуры Фукусима включая Накадори в центральной части префектуры и Айдзу на западе.
В трактате были oписаны 2 метoда скрытия инфoрмации.,В трактате были oписаны два метoда скрытия инфoрмации.
1 из наиболее распространенных методов классической стеганографии является использование симпатических (невидимых) чернил.,Одним из наиболее распространенных методов классической стеганографии является использование симпатических (невидимых) чернил.
"Во время 2 мировой войны активно использовались микроточки — микроскопические фотоснимки, вклеиваемые в текст писем.","Во время Второй мировой войны активно использовались микроточки — микроскопические фотоснимки, вклеиваемые в текст писем."
Ключи в стегосистемах бывают 2 типов: закрытые (секретные) и открытые.,Ключи в стегосистемах бывают двух типов: закрытые (секретные) и открытые.
"Использование зарезервированных полей компьютерных форматов файлов — суть метода состоит в том, что часть поля расширений, не заполненная информацией о расширении, по умолчанию заполняется 0.","Использование зарезервированных полей компьютерных форматов файлов — суть метода состоит в том, что часть поля расширений, не заполненная информацией о расширении, по умолчанию заполняется нулями."
Типичные методы сетевой стеганографии включают изменение свойств 1 из сетевых протоколов.,Типичные методы сетевой стеганографии включают изменение свойств одного из сетевых протоколов.
"Кроме того, может использоваться взаимосвязь между 2 или более различными протоколами с целью более надежного сокрытия передачи секретного сообщения.","Кроме того, может использоваться взаимосвязь между двумя или более различными протоколами с целью более надежного сокрытия передачи секретного сообщения."
"Передатчик (Алиса) выбирает 1 из пакетов голосового потока, и его полезная нагрузка заменяется битами секретного сообщения — стеганограммой, которая встраивается в 1 из пакетов.","Передатчик (Алиса) выбирает один из пакетов голосового потока, и его полезная нагрузка заменяется битами секретного сообщения — стеганограммой, которая встраивается в один из пакетов."
"Если на глаз одновременно воздействуют 2 компоненты видеоизображения с похожими характеристиками, возбуждаются 1 и те же подканалы.","Если на глаз одновременно воздействуют две компоненты видеоизображения с похожими характеристиками, возбуждаются одни и те же подканалы."
"Для осуществления секретного канала абоненты должны выбрать 2 определенных коэффициента ДКП, которые будут применяться для шифрования секретной информации, обозначим их как ","Для осуществления секретного канала абоненты должны выбрать два определенных коэффициента ДКП, которые будут применяться для шифрования секретной информации, обозначим их как "
Получение зашифрованных данных осуществляется с помощью сравнения 2 выбранных коэффициентов для каждого блока.,Получение зашифрованных данных осуществляется с помощью сравнения двух выбранных коэффициентов для каждого блока.
"Эхо характеризуется 3 параметрами: начальной амплитудой, степенью затухания, задержкой.","Эхо характеризуется тремя параметрами: начальной амплитудой, степенью затухания, задержкой."
В этой точке человеческое ухо не может уже отличить эти 2 сигнала.,В этой точке человеческое ухо не может уже отличить эти два сигнала.
Для обозначения логического 0 и единицы используется 2 различных задержки.,Для обозначения логического нуля и единицы используется две различных задержки.
Фазовое кодирование является 1 из самых эффективных методов скрытия информации.,Фазовое кодирование является одним из самых эффективных методов скрытия информации.
"При этом задача обнаружения и считывания стегосообщения уже не представляет сложности, но не учитывает 2 факторов: неслучайности сигнала контейнера и запросов по сохранению его качества.","При этом задача обнаружения и считывания стегосообщения уже не представляет сложности, но не учитывает двух факторов: неслучайности сигнала контейнера и запросов по сохранению его качества."
"Существует 3 типа систем, в которых применяются ЦВЗ:","Существует три типа систем, в которых применяются ЦВЗ:"
Еще 1 преимущество хрупких ЦВЗ — указание вида и местоположения осуществленного изменения контейнера.,Еще одно преимущество хрупких ЦВЗ — указание вида и местоположения осуществленного изменения контейнера.
Существует 6 наиболее известных атак:,Существует шесть наиболее известных атак:
Существует 2 основных типа скремблирования: простая перестановка или сложное псевдослучайное скремблирование из значений выборок.,Существует два основных типа скремблирования: простая перестановка или сложное псевдослучайное скремблирование из значений выборок.
"""Атаки искажения"" включают в себя 2 вида самых распространенных атак, таких как: временные или геометрические атаки (атаки, направленные против синхронизации) и атаки, направленные на удаление шумов.","""Атаки искажения"" включают в себя два вида самых распространенных атак, таких как: временные или геометрические атаки (атаки, направленные против синхронизации) и атаки, направленные на удаление шумов."
"""Атака копирования"" — осуществляется путем копирования водяного знака с 1 работы на другую.","""Атака копирования"" — осуществляется путем копирования водяного знака с одной работы на другую."
"1 из методов противодействия таким атакам может служить использование криптографических подписей, которые связаны с самими водяными знаками.","Одним из методов противодействия таким атакам может служить использование криптографических подписей, которые связаны с самими водяными знаками."
"Рассмотрим 2 определения, использующихся в данном пункте:","Рассмотрим два определения, использующихся в данном пункте:"
Рассмотрим 2 основных типа контроля вещания: пассивные и активные системы контроля:,Рассмотрим два основных типа контроля вещания: пассивные и активные системы контроля:
Пассивные системы контроля реализуется посредством распознания содержания передач.Проанализируем различия между 2 этими типами.,Пассивные системы контроля реализуется посредством распознания содержания передач.Проанализируем различия между двумя этими типами.
Для решения проблемы совместимости 2 разных систем и продолжения их уже совместной работы используются цифровые водяные знаки.,Для решения проблемы совместимости двух разных систем и продолжения их уже совместной работы используются цифровые водяные знаки.
"Расположен к востоку от Буденовского шоссе, к югу от микрорайона Баковка города Одинцово, в 3 километрах к востоку от станции Одинцово.","Расположен к востоку от Буденовского шоссе, к югу от микрорайона Баковка города Одинцово, в трех километрах к востоку от станции Одинцово."
"1 из его достоинств был электроинерционный стартер, работавший как от электропривода, так и от рукоятки.","Одним из его достоинств был электроинерционный стартер, работавший как от электропривода, так и от рукоятки."
"верхнее расположение распределительных валов, по 2 в каждой головке двигателя (DOHC);","верхнее расположение распределительных валов, по два в каждой головке двигателя (DOHC);"
"унаследованная от авиационного проекта схема 4 клапанов на цилиндр, в принципе не нужная при меньшей мощности;","унаследованная от авиационного проекта схема четырех клапанов на цилиндр, в принципе не нужная при меньшей мощности;"
"В новом сезоне команда значительное время шла вверху таблицы и претендовала на бронзовые медали, но в конце получила 5 поражений подряд и в итоге закончила сезон на 6 месте.","В новом сезоне команда значительное время шла вверху таблицы и претендовала на бронзовые медали, но в конце получила пять поражений подряд и в итоге закончила сезон на шестом месте."
Включает 2 класса или отряда: бескишечных турбеллярий (Acoela) и Nemertodermatida.,Включает два класса или отряда: бескишечных турбеллярий (Acoela) и Nemertodermatida.
Перед началом Великой войны в состав формирования входило 4 батальона.,Перед началом Великой войны в состав формирования входило четыре батальона.
"Шевченково 1 (укр. Шевченкове Перше) — село,","Шевченково Первое (укр. Шевченкове Перше) — село,"
Был секретарем секции в 1 из научно-технических обществ.,Был секретарем секции в одном из научно-технических обществ.
1 съезды народных депутатов ==,Первые съезды народных депутатов ==
В том же году стал 1 заместителем председателя комитета Верховного Совета СССР по делам ветеранов и инвалидов.,В том же году стал первым заместителем председателя комитета Верховного Совета СССР по делам ветеранов и инвалидов.
Участвовал в организации 1 из 1 выездов советских спортсменов-инвалидов на международные соревнования.,Участвовал в организации одного из первых выездов советских спортсменов-инвалидов на международные соревнования.
"На съезде входил в Межрегиональную депутатскую группу, был 1 из инициаторов ее создания.","На съезде входил в Межрегиональную депутатскую группу, был одним из инициаторов ее создания."
Мы построим капитализм в 1 отдельно взятом районе».,Мы построим капитализм в одном отдельно взятом районе».
"Из нескольких претендентов был выбран и назначен Г. Васильев, специалист по градостроительству и автор 1 исследования по оценке стоимости московской земли.","Из нескольких претендентов был выбран и назначен Г. Васильев, специалист по градостроительству и автор первого исследования по оценке стоимости московской земли."
Этот эксперимент был 1 в СССР попыткой легализовать рыночные структуры в муниципальном управлении.,Этот эксперимент был первой в СССР попыткой легализовать рыночные структуры в муниципальном управлении.
Заславский был 1 из самых молодых народных депутатов СССР.,Заславский был одним из самых молодых народных депутатов СССР.
Как 1 из 2 кандидатов он попал в поле зрения Горбачева.,Как один из двух кандидатов он попал в поле зрения Горбачева.
"«Мое поколение устремилось в 1 щели, возникшие в стене благодаря реализации программы перестройки» — вспоминал Заславский.","«Мое поколение устремилось в первые щели, возникшие в стене благодаря реализации программы перестройки» — вспоминал Заславский."
"«Я против перестройки и гласности, — говорит он в 1 из интервью.","«Я против перестройки и гласности, — говорит он в одном из интервью."
"В этот период И. Заславский высказал мнение, что Горбачев был только 1 из организаторов перестройки, а 2 ее инициатором был американский президент Рональд Рейган.","В этот период И. Заславский высказал мнение, что Горбачев был только одним из организаторов перестройки, а вторым ее инициатором был американский президент Рональд Рейган."
При поддержке челябинской организации ДемРоссии был выдвинут по челябинскому региональному списку и избран депутатом Государственной Думы 1 созыва.,При поддержке челябинской организации ДемРоссии был выдвинут по челябинскому региональному списку и избран депутатом Государственной Думы первого созыва.
В этот же период входил в состав Совета по промышленной политике и предпринимательству при правительстве РФ (председатель Совета — 1 заместитель председателя правительства РФ О. Сосковец).,В этот же период входил в состав Совета по промышленной политике и предпринимательству при правительстве РФ (председатель Совета — первый заместитель председателя правительства РФ О. Сосковец).
После победы Заславского в 1 туре голосования его команда и сам он присоединились к команде Станкевича и помогли ему одержать победу во 2 туре.,После победы Заславского в первом туре голосования его команда и сам он присоединились к команде Станкевича и помогли ему одержать победу во втором туре.
1 жена — Алевтина Никитина(депутат Московской городской думы 1 и 2 созывов).,Первая жена — Алевтина Никитина(депутат Московской городской думы первого и второго созывов).
"7 Вселенский Собор в Никее, восстановивший иконопочитание.","Седьмой Вселенский Собор в Никее, восстановивший иконопочитание."
"Основные населенные пункты, через которые протекает Киргиж-Китай, это Твардица, Малоярославец 1, Вольное, Новая Ивановка, Задунаевка и Островное.","Основные населенные пункты, через которые протекает Киргиж-Китай, это Твардица, Малоярославец Первый, Вольное, Новая Ивановка, Задунаевка и Островное."
«Велорикша» — 2 фильм из так называемой «вьетнамской кинотрилогии» Чан Ань Хунга.,«Велорикша» — второй фильм из так называемой «вьетнамской кинотрилогии» Чан Ань Хунга.
"Почти 10 лет прошло с того момента, как вьетнамское руководство объявило о начале проведения вьетнамской «перестройки» (Дой Мой), и страна снова открылась для капиталистических отношений.","Почти десять лет прошло с того момента, как вьетнамское руководство объявило о начале проведения вьетнамской «перестройки» (Дой Мой), и страна снова открылась для капиталистических отношений."
"Впрочем, на юге Вьетнама, за 20 лет социализма о них, похоже, еще не успели забыть.","Впрочем, на юге Вьетнама, за двадцать лет социализма о них, похоже, еще не успели забыть."
В прозвище главного героя и в оригинальном французском названии картины «Cyclo» просматривается 2 смысл.,В прозвище главного героя и в оригинальном французском названии картины «Cyclo» просматривается второй смысл.
"Название станицы (а впоследствии и города) происходит от его географического положения, расположенного у слияния 2 самых больших рек Краснодарского края: Кубани и ее левого притока Лабы.","Название станицы (а впоследствии и города) происходит от его географического положения, расположенного у слияния двух самых больших рек Краснодарского края: Кубани и ее левого притока Лабы."
"В Усть-Лабинске действует православный храм, церковь Адвентистов 7 дня, 2 дома молитвы евангельских христиан-баптистов.","В Усть-Лабинске действует православный храм, церковь Адвентистов седьмого дня, два дома молитвы евангельских христиан-баптистов."
"Исторически город делится на 2 части: «низ» — ранее казачья станица, и «верх» («форштадт») —бывшая слобода Усть-Лабинская, была населена иногородними.","Исторически город делится на две части: «низ» — ранее казачья станица, и «верх» («форштадт») —бывшая слобода Усть-Лабинская, была населена иногородними."
На Игры квалифицировались 4 лыжника.,На Игры квалифицировались четыре лыжника.
"Территория коридора изначально охватывала 3 населенных пункта: села Забух, Сус и собственно город Лачын.","Территория коридора изначально охватывала три населенных пункта: села Забух, Сус и собственно город Лачын."
"После этого была открыта дорога, которая более 2 лет оставалась закрытой, теперь Нагорный Карабах и Армения имели связь.","После этого была открыта дорога, которая более двух лет оставалась закрытой, теперь Нагорный Карабах и Армения имели связь."
"Наличие сухопутной связи между Арменией и Нагорным Карабахом было 1 из основных условий, поставленных Арменией на переговорах по урегулированию Карабахского конфликта.","Наличие сухопутной связи между Арменией и Нагорным Карабахом было одним из основных условий, поставленных Арменией на переговорах по урегулированию Карабахского конфликта."
"Хребет Тушар является 3 по размеру в штате, после Юинта и Ла-Саль, хотя сам Делано уступает по высоте многим другим вершинам штата Юта.","Хребет Тушар является третьим по размеру в штате, после Юинта и Ла-Саль, хотя сам Делано уступает по высоте многим другим вершинам штата Юта."
Путь несложен для восхождения и может занять около 3 часов.,Путь несложен для восхождения и может занять около трех часов.
Новая норма административного деления вступила в силу на 1 региональных (территориальных) выборах (новый тип выборов во Франции).,Новая норма административного деления вступила в силу на первых региональных (территориальных) выборах (новый тип выборов во Франции).
"Таким образом, единые территориальные выборы заменяют 2 вида голосования, существовавших до сих пор: региональные выборы и кантональные выборы (выборы генеральных советников).","Таким образом, единые территориальные выборы заменяют два вида голосования, существовавших до сих пор: региональные выборы и кантональные выборы (выборы генеральных советников)."
Будучи членом свердловского радиоклуба выиграл 1 премию на областной выставке детского технического творчества за изготовленный записывающий магнитофон со стирающей головкой.,Будучи членом свердловского радиоклуба выиграл первую премию на областной выставке детского технического творчества за изготовленный записывающий магнитофон со стирающей головкой.
"1 из членов группы, Юрий Юдин, выбыл из похода по состоянию здоровья.","Один из членов группы, Юрий Юдин, выбыл из похода по состоянию здоровья."
"Лента использует 1 часть «Божественной комедии» Данте Алигьери в качестве метатекста и представляет собой серию флэшбэков, в которых Джек рассказывает Вергилию о своих преступлениях.","Лента использует первую часть «Божественной комедии» Данте Алигьери в качестве метатекста и представляет собой серию флэшбэков, в которых Джек рассказывает Вергилию о своих преступлениях."
"Джек едет на охоту с близкой ему женщиной (Софи Гробель) и 2 ее сыновьями, Грампи и Джорджем.","Джек едет на охоту с близкой ему женщиной (Софи Гробель) и двумя ее сыновьями, Грампи и Джорджем."
