q,a
"Испанцы или латиноамериканцы любой расы составляли 1,59 % от популяции тауншипа.",Испанцы или латиноамериканцы любой расы составляли одна целая пятьдесят девять сотых % от популяции тауншипа.
"Средний размер домохозяйства — 3,04, а семьи — 3,37 человека.","Средний размер домохозяйства — три целых четыре сотых, а семьи — три целых тридцать семь сотых человека."
"электрификация: 97,2 %;",электрификация: девяносто семь целых две десятых %;
"водоснабжение: 98,6 %;",водоснабжение: девяносто восемь целых шесть десятых %;
"водоотведение: 83,7 %.",водоотведение: восемьдесят три целых семь десятых %.
"Занимает площадь 16,85 км².",Занимает площадь шестнадцать целых восемьдесят пять сотых км².
"Средняя температура воздуха самого холодного месяца (января) — −11,3 °C; самого тёплого месяца (июля) — 20,4 °C.",Средняя температура воздуха самого холодного месяца (января) — минус одиннадцать целых три десятых °C; самого тёплого месяца (июля) — двадцать целых четыре десятых °C.
"Среднегодовая температура воздуха — 2,1 °C.",Среднегодовая температура воздуха — две целых одна десятая °C.
"Среднегодовая температура воздуха — 2,5 °C.",Среднегодовая температура воздуха — две с половиной °C.
"Занимает площадь 8,67 км².",Занимает площадь восемь целых шестьдесят семь сотых км².
"Новая модель БА-10М получила бензобаки новой конструкции ёмкостью 54,5 литра каждый, установленные снаружи корпуса на крыльях задних колес в бронированных кожухах, в отличие от прежних, которые крепились к крыше корпуса за местами водителя и пулемётчика.","Новая модель БА-10М получила бензобаки новой конструкции ёмкостью пятьдесят четыре с половиной литра каждый, установленные снаружи корпуса на крыльях задних колес в бронированных кожухах, в отличие от прежних, которые крепились к крыше корпуса за местами водителя и пулемётчика."
"При этом масса машины возросла до 5,5 тонн, но динамические качества практически не изменились.","При этом масса машины возросла до пяти с половиной тонн, но динамические качества практически не изменились."
"Занимает площадь 21,17 км².",Занимает площадь двадцать одна целая семнадцать сотых км².
"Занимает площадь 201,471 км².",Занимает площадь двести одна целая четыреста семьдесят одна тысячная км².
"Плотность населения — 77,2 чел./км².",Плотность населения — семьдесят семь целых две десятых чел./км².
"Площадь 457,248 квадратного километра.",Площадь четыреста пятьдесят семь целых двести сорок восемь тысячных квадратного километра.
"Плотность 94,4 человека на квадратный километр.",Плотность девяносто четыре целых четыре десятых человека на квадратный километр.
"В низовьях скорость течения воды равна 0,1 м/с.",В низовьях скорость течения воды равна ноль целых одна десятая м/с.
"Сюжет второй демоверсии частично основан на главе «Коммуникационный центр» из раннего билда Half-Life (v0.52), события которой примерно соответствуют релизной главе «Ядро Лямбды».","Сюжет второй демоверсии частично основан на главе «Коммуникационный центр» из раннего билда Half-Life (v0.52), события которой примерно соответствуют релизной главе «Ядро Лямбды»."
"Высота истока — 1645,2 м над уровнем моря (высота уреза воды озера Хубсугул).",Высота истока — одна тысяча шестьсот сорок пять целых две десятых м над уровнем моря (высота уреза воды озера Хубсугул).
"Среднегодовая температура — 1,6 °C.",Среднегодовая температура — одна целая шесть десятых °C.
"Занимает площадь 150,12 км².",Занимает площадь сто пятьдесят целых двенадцать сотых км².
"Занимает площадь 0,442 км².",Занимает площадь ноль целых четыреста сорок две тысячных км².
"69,47 Радио России/ГТРК Алтай",шестьдесят девять целых сорок семь сотых Радио России/ГТРК Алтай
"104,8 Радио России/ГТРК Алтай",сто четыре целых восемь десятых Радио России/ГТРК Алтай
"По оценке редакции «Рейтинга Букмекеров», КХЛ будет получать от спонсора 1,3-1,5 млрд рублей за сезон.","По оценке редакции «Рейтинга Букмекеров», КХЛ будет получать от спонсора одна целая три десятых-одна с половиной млрд рублей за сезон."
"21,176",двадцать одна целая сто семьдесят шесть тысячных
"0,367",ноль целых триста шестьдесят семь тысячных
"При этом построении получается относительная ошибка в 0,83%.",При этом построении получается относительная ошибка в ноль целых восемьдесят три сотых%.
"Единственной лояльной царю силой оказались полицейские, которых в Петрограде насчитывалось всего около 3,5 тыс.","Единственной лояльной царю силой оказались полицейские, которых в Петрограде насчитывалось всего около трех с половиной тыс."
"В следующем году она завоевала бронзовую медаль на дистанции 7,5 км классическим стилем на Европейском зимнем молодежном олимпийском фестивале.",В следующем году она завоевала бронзовую медаль на дистанции семь с половиной км классическим стилем на Европейском зимнем молодежном олимпийском фестивале.
"Расстояние по автодороге до районного центра Шексны — 32,5 км, до центра муниципального образования Нестерово — 2,5 км.","Расстояние по автодороге до районного центра Шексны — тридцать два с половиной км, до центра муниципального образования Нестерово — два с половиной км."
"Занимает площадь 10,20 км².",Занимает площадь десять целых двадцать сотых км².
"Среднегодовая температура воздуха — 2,5 °C.",Среднегодовая температура воздуха — два с половиной °C.
"Протяжённость улицы составляет около 1,2 км.",Протяжённость улицы составляет около одной целой двух десятых км.
"Ближайшие к улице Катерников остановочные пункты железной дороги, Сосновая Поляна и Лигово, находятся на расстояниях около 2,6 км и 3,1 км по прямой от конца улицы соответственно.","Ближайшие к улице Катерников остановочные пункты железной дороги, Сосновая Поляна и Лигово, находятся на расстояниях около двух целых шести десятых км и трех целых одой десятой км по прямой от конца улицы соответственно."
"Около 3,5 тыс. человек (большинство из них женщины) умерли в результате операции.",Около трех с половиной тыс. человек (большинство из них женщины) умерли в результате операции.
"Опрыскивание поверхности изделий водой перед их выходом из печи снижает упёк на 0,5 % и способствует образованию глянца поверхности.",Опрыскивание поверхности изделий водой перед их выходом из печи снижает упёк на ноль с половиной % и способствует образованию глянца поверхности.
"Занимает площадь 55,85 км².",Занимает площадь пятьдесят пять целых восемьдесят пять сотых км².
"Занимает площадь 623,453 км².",Занимает площадь шестьсот двадцать три целых четыреста пятьдесят три тысячных км².
"Плотность населения — 3,8 чел./км².",Плотность населения — три целых восемь десятых чел./км².
"Согласно Бюро переписи населения США, общая площадь города составляет 85.1 км², включая 84.6 км² суши и 0.5 км² водной поверхности.","Согласно Бюро переписи населения США, общая площадь города составляет восемьдесят пять целых одна десятая км², включая восемьдесят четыре целых шесть десятых км² суши и ноль с половиной км² водной поверхности."
"Плотность населения была 1207,6 человек на км².",Плотность населения была одна тысяча двести семь целых шесть десятых человек на км².
"91,04 % белых (включая 9,82 % латиноамериканцев)",девяносто одна целая четыре сотых % белых (включая девять целых восемьдесят две сотых % латиноамериканцев)
"0,66 % афроамериканцев",ноль целых шестьдесят шесть сотых % афроамериканцев
"0,65 % коренных американцев",ноль целых шестьдесят пять сотых % коренных американцев
"2,17 % азиатов",две целых семнадцать сотых % азиатов
"0,07 % выходцев с тихоокеанских островов",ноль целых семь сотых % выходцев с тихоокеанских островов
"3,08 % других рас",три целых восемь сотых % других рас
"Длина составляет около 51,2 км; площадь бассейна — 550,9 км².",Длина составляет около пятидесяти одной целой двух десятых км; площадь бассейна — пятьсот пятьдесят целых девять десятых км².
"Средний расход воды — 17,4 м³/с.",Средний расход воды — семнадцать целых четыре десятых м³/с.
"Под строительство был выделен участок размером 4,5 га.",Под строительство был выделен участок размером четыре с половиной га.
"У работников завода есть возможность купить квартиру в этом комплексе в ипотеку под 7,3 % годовых — таких условий не предоставляет ни один банк.",У работников завода есть возможность купить квартиру в этом комплексе в ипотеку под семь целых три десятых % годовых — таких условий не предоставляет ни один банк.
"В общей сложности в Израиле наблюдались около 3,5 % известных в мире видов животных и растений, в основном благодаря близости к двум богатым биологическими видами морям — Средиземному и Красному.","В общей сложности в Израиле наблюдались около трех с половиной % известных в мире видов животных и растений, в основном благодаря близости к двум богатым биологическими видами морям — Средиземному и Красному."
"За последние два десятилетия значительно выросла сфера услуг, которая составляет теперь 67,4 % в ВВП штата.","За последние два десятилетия значительно выросла сфера услуг, которая составляет теперь шестьдесят семь целых четыре десятых % в ВВП штата."
1.1 диссертации Голубевой.,одна целая одна десятая диссертации Голубевой.
"В 7,3 км от устья по правому берегу реки впадает река Сарка.",В семи целых трех десятых км от устья по правому берегу реки впадает река Сарка.
"Деревня находится в северо-восточной части области, в подзоне южной тайги, на расстоянии примерно 0,5 километра (по прямой) к северо-востоку от города Данилова, административного центра района.","Деревня находится в северо-восточной части области, в подзоне южной тайги, на расстоянии примерно ноль с половиной километра (по прямой) к северо-востоку от города Данилова, административного центра района."
"Среднегодовая температура воздуха — +3,5 °C.",Среднегодовая температура воздуха — плюс три с половиной °C.
"Среднегодовая скорость ветра — 4,7 м/с.",Среднегодовая скорость ветра — четыре целых семь десятых м/с.
"Площадь территории хутора составляет — 0,79 км2, на которые приходятся 0,62 % от общей площади сельского поселения.","Площадь территории хутора составляет — ноль целых семьдесят девять сотых км2, на которые приходятся ноль целых шестьдесят две сотых % от общей площади сельского поселения."
Плотность — 89.87 чел./км2.,Плотность — восемьдесят девять целых восемьдесят семь сотых чел./км2.
"Площадь озера — 1,5 км², площадь водосборного бассейна — 8,9 км².","Площадь озера — один с половиной км², площадь водосборного бассейна — восемь целых девять десятых км²."
"Располагается на высоте 70,7 метров над уровнем моря.",Располагается на высоте семьдесят целых семь десятых метров над уровнем моря.
"Ближайшие — деревни Кохтусельга и Койвусельга — расположены в 7,5 км к северо-востоку и, соответственно, к юго-востоку от озера.","Ближайшие — деревни Кохтусельга и Койвусельга — расположены в семи с половиной км к северо-востоку и, соответственно, к юго-востоку от озера."
"Занимает площадь 17,44 км².",Занимает площадь семнадцать целых сорок четыре сотых км².
"Среднегодовая температура воздуха — 3,5 °C.",Среднегодовая температура воздуха — три с половиной °C.
"Финансовые потери от введения санкций ООН приблизительно равны $6,39 млрд.",Финансовые потери от введения санкций ООН приблизительно равны $шести целыы тридцати девяти сотым млрд.
"Страны Африки — 0,15 % (0,5 млн долларов)-?",Страны Африки — ноль целых пятнадцать сотых % (ноль с половиной млн долларов)-?
"Расовый состав населения: белые — 98,79 %, афроамериканцы — 0,13 %, коренные американцы (индейцы) — 0,23 %, азиаты — 0,20 %, гавайцы — 0,02 %, представители других рас — 0,08 %, представители двух или более рас — 0,56 %.","Расовый состав населения: белые — девяносто восемь целых семьдесят девять сотых %, афроамериканцы — ноль целых тринадцать сотых %, коренные американцы (индейцы) — ноль целых двадцать три сотых %, азиаты — ноль целых двадцать сотых %, гавайцы — ноль целых две сотых %, представители других рас — ноль целых восемь сотых %, представители двух или более рас — ноль целых пятьдесят шесть сотых %."
"Испаноязычные составляли 0,47 % населения независимо от расы.",Испаноязычные составляли ноль целых сорок семь сотых % населения независимо от расы.
"Средний размер домашнего хозяйства составляет 2,48 человека, и средний размер семьи 2,92 человека.","Средний размер домашнего хозяйства составляет две целых сорок восемь сотых человека, и средний размер семьи две целых девяносто две сотых человека."
"Общая длина моста составляет 123,1 м, ширина — 12,8 м.","Общая длина моста составляет сто двадцать три целых одна десятая м, ширина — двенадцать целых восемь десятых м."
"Площадь — 30,5 км².",Площадь — тридцать с половиной км².
"Высота: 5,20 м",Высота: пять целых двадцать сотых м
"Размах: 7,27 м",Размах: семь целых двадцать семь сотых м
"Электрическая система: 2,00 кВт в среднем.",Электрическая система: две целых ноль сотых кВт в среднем.
"Занимает площадь 13,32 км².",Занимает площадь тринадцать целых тридцать две сотых км².
"Галактика имеет высокий темп звездообразования, 9,8 M⊙/год.","Галактика имеет высокий темп звездообразования, девять целых восемь десятых M⊙/год."
"Сельскохозяйственные угодья составляли 1,3 млн га, из них:","Сельскохозяйственные угодья составляли одну целую три десятых млн га, из них:"
"пашня — 0,5 млн га,","пашня — ноль с половиной млн га,"
"железных дорог — 0,87 тыс. км,","железных дорог — ноль целых восемьдесят семь сотых тыс. км,"
"автодорог — 7,6 тыс. км (в том числе с твёрдым покрытием — 7,3 тыс. км).Газопроводы из Азербайджанской ССР и Северного Кавказа (через Тбилиси).",автодорог — семь целых шесть десятых тыс. км (в том числе с твёрдым покрытием — семь целых три десятых тыс. км).Газопроводы из Азербайджанской ССР и Северного Кавказа (через Тбилиси).
"Будучи студенткой, представляла Советский Союз на Универсиаде в Софии, откуда привезла награду бронзового достоинства (1,86).","Будучи студенткой, представляла Советский Союз на Универсиаде в Софии, откуда привезла награду бронзового достоинства (одна целая восемьдесят шесть сотых)."
"Занимает площадь 132,445 км².",Занимает площадь сто тридцать две целых четыреста сорок пять тысячных км².
"Плотность населения — 86,1 чел./км².",Плотность населения — восемьдесят шесть целых одна десятая чел./км².
"Максимальный зарегистрированный размер 71,1 см.",Максимальный зарегистрированный размер семьдесят одна целая одна десятая см.
"Максимальный зарегистрированный размер составляет 71,1 см.",Максимальный зарегистрированный размер составляет семьдесят одна целая одна десятая см.
"Тело удлинённое, его высота составляет 10,1—12,6 % от длины тела.","Тело удлинённое, его высота составляет десять целых одну десятую—двенадцать целых шесть десятых % от длины тела."
"Расстояние от кончика рыла до рта в 1,54—1,77 раз меньше ширины рта.",Расстояние от кончика рыла до рта в одну целую пятьдесят четыре сотых—одну целую семьдесят семь сотых раз меньше ширины рта.
"Дистанция между спинными плавниками равна 22,3—24,7 % длины тела.",Дистанция между спинными плавниками равна двадцать две целых три десятых—двадцать четыре целых семь десятых % длины тела.
"После столкновения с Луной «Центавра» поднялось облако пара, температура которого составляла 826,85 °C.","После столкновения с Луной «Центавра» поднялось облако пара, температура которого составляла восемьсот двадцать шесть целых восемьдесят пять сотых °C."
"Это позволило оценить массовую долю льда в реголите примерно в 2,7—8,5 %.",Это позволило оценить массовую долю льда в реголите примерно в две целых семь десятых—восемь с половиной %.
"Из них подавляющее большинство (83,7 %) относилось к бедным слоям.",Из них подавляющее большинство (восемьдесят три целых семь десятых %) относилось к бедным слоям.
"По другим данным, 61,15 % населения проголосовали за присоединение к США, 33,31 % — за придание архипелагу статуса суверенного ассоциированного государства в союзе с США, и 5,53 % проголосовали за независимость.","По другим данным, шестьдесят одна целая пятнадцать сотых % населения проголосовали за присоединение к США, тридцать три целых тридцать одна сотая % — за придание архипелагу статуса суверенного ассоциированного государства в союзе с США, и пять целых пятьдесят три сотых % проголосовали за независимость."
"Туризм является важным компонентом пуэрто-риканской экономики и приносит примерно $1,8 млрд в год.",Туризм является важным компонентом пуэрто-риканской экономики и приносит примерно $одну целую восемь десятых млрд в год.
"Средняя температура января −15,0 °С.",Средняя температура января минус пятнадцать целых ноль десятых °С.
"Средняя температура июля +17,7 °С.",Средняя температура июля плюс семнадцать целых семь десятых °С.
"Среднегодовая температура — 1,5 °C.",Среднегодовая температура — одна с половиной °C.
"Среднегодовая температура воздуха — 4,6 °C.",Среднегодовая температура воздуха — четыре целых шесть десятых °C.
"Длина Исаковки составляет 8,4 км.",Длина Исаковки составляет восемь целых четыре десятых км.
"Занимает площадь 60,94 км².",Занимает площадь шестьдесят целых девяносто четыре сотых км².
"Залежи на глубине 3,1 — 3,7 км.",Залежи на глубине три целых одна десятая — три целых семь десятых км.
"Занимает площадь 0,528 км².",Занимает площадь ноль целых пятьсот двадцать восемь тысячных км².
"Площадь озера — 1,2 км².",Площадь озера — одна целая две десятых км².
"Располагается на высоте 13,0 метров над уровнем моря.",Располагается на высоте тринадцать целых ноль десятых метров над уровнем моря.
"Культурный слой на поселении достигает 1,2 — 1,3 м, имеет хорошую сохранность и большую насыщенность материалом.","Культурный слой на поселении достигает одной целой двух десятых — одной целой трех десятых м, имеет хорошую сохранность и большую насыщенность материалом."
"Предложение омичей, по которому Овечкин получил бы 1,8 миллионов долларов за сезон, было значительно выгодней, чем аналогичное предложение от «Динамо».","Предложение омичей, по которому Овечкин получил бы одну целую восемь десятых миллионов долларов за сезон, было значительно выгодней, чем аналогичное предложение от «Динамо»."
"Хоккеисту предложили максимально возможную для новичка зарплату — с учётом бонусов он мог бы заработать за сезон $3,85 млн.",Хоккеисту предложили максимально возможную для новичка зарплату — с учётом бонусов он мог бы заработать за сезон $три целых восемьдесят пять сотых млн.
"Но, хотя забивать стало значительно труднее, по среднему количеству забитых голов за игру (0.61) Овечкин занимает седьмое место за всю историю НХЛ.","Но, хотя забивать стало значительно труднее, по среднему количеству забитых голов за игру (ноль целых шестьдесят одна сотая) Овечкин занимает седьмое место за всю историю НХЛ."
"Его доход составил $ 14,5 млн.",Его доход составил $ четырнадцать с половиной млн.
"Северо-западнее — вершина 206,7 м.",Северо-западнее — вершина двести шесть целых семь десятых м.
"Занимает площадь 21,97 км².",Занимает площадь двадцать одна целая девяносто семь сотых км².
"Масса Луны в 81,5 раз меньше массы Земли.",Масса Луны в восемьдесят одну с половиной раз меньше массы Земли.
"Луна удаляется от Земли со скоростью примерно 3,8 сантиметра в год, длительность суток на Земле постепенно увеличивается.","Луна удаляется от Земли со скоростью примерно три целых восемь десятых сантиметра в год, длительность суток на Земле постепенно увеличивается."
"Этот механизм работает в течение 4,5 миллиардов лет, с тех пор, как на Земле сформировались океаны.","Этот механизм работает в течение четырех с половиной миллиардов лет, с тех пор, как на Земле сформировались океаны."
"+3,814 ± 0,07 м/столетие — по радиусу орбиты",плюс три целых восемьсот четырнадцать тысячных ± ноль целых семь сотых м/столетие — по радиусу орбиты
"+2,3 мс/столетие",плюс две целых три десятых мс/столетие
"+1,70 ± 0,05 мс/столетие",плюс одна целая семьдесят сотых ± ноль целых пять сотых мс/столетие
"Что составило 85,55 % от общего количества домохозяйств владеющих телевизором.",Что составило восемьдесят пять целых пятьдесят пять сотых % от общего количества домохозяйств владеющих телевизором.
"Этот вид — один из немногих среди газелей, у которого часто (40,5 %) рождаются двойни.","Этот вид — один из немногих среди газелей, у которого часто (сорок с половиной %) рождаются двойни."
"При рождении одного детёныша средний вес новорожденного — 2,99 кг, при рождении двойни — 2,85 кг.","При рождении одного детёныша средний вес новорожденного — две целых девяносто девять сотых кг, при рождении двойни — две целых восемьдесят пять сотых кг."
"Село Судановка находится в 1,5 км от левого берега реки Тритузная,","Село Судановка находится в одном с половиной км от левого берега реки Тритузная,"
"Максимальная ширина пронотума у основания 1,28 мм, а у надкрылий она равна 1,71 мм.","Максимальная ширина пронотума у основания одна целая двадцать восемь сотых мм, а у надкрылий она равна одна целая семьдесят одна сотая мм."
DAEMON Tools Ultra — начиная с версии 2.2 поддерживается формат VMDK,DAEMON Tools Ultra — начиная с версии две целых две десятых поддерживается формат VMDK
"Её длина в настоящий момент составляет 335,5 км, построенный участок соединяет Тайбэй и Гаосюн.","Её длина в настоящий момент составляет триста тридцать пять с половиной км, построенный участок соединяет Тайбэй и Гаосюн."
2.31.,две целых тридцать одна сотая.
"Занимает площадь 760,36 км².",Занимает площадь семьсот шестьдесят целых тридцать шесть сотых км².
"Длина карапакса равна ширине и достигает 2,3 см.",Длина карапакса равна ширине и достигает двух целых трех десятых см.
"1943,1951 — таджикские танцы",одна тысяча девятьсот сорок три целых одна тысяча девятьсот пятьдесят одна десятитысячная — таджикские танцы
"Радиус — около 18,88 солнечных, светимость — около 323,05 солнечных.","Радиус — около восемнадцати целых восемидесяти восьми сотых солнечных, светимость — около трехсот двадцати трех целых пяти сотых солнечных."
"Сумма трансфера составила 1,5 млн. евро.",Сумма трансфера составила одну с половиной млн. евро.
"Станция расположена в 33,8 километра от конечной станции линий Одакю — Синдзюку.",Станция расположена в тридцати трех целых восьми десятых километра от конечной станции линий Одакю — Синдзюку.
"Примем наиболее употребительную сейчас величину коми — 6,5 очков.",Примем наиболее употребительную сейчас величину коми — шесть с половиной очков.
"Итог: при любом способе подсчёта белые победили с перевесом в 3,5 очка.",Итог: при любом способе подсчёта белые победили с перевесом в три с половиной очка.
"В настоящее время, как правило, используется нецелая величина коми (обычно 6,5 очков), чтобы исключить возможность ничейного результата в партии.","В настоящее время, как правило, используется нецелая величина коми (обычно шесть с половиной очков), чтобы исключить возможность ничейного результата в партии."
"Коми в этом случае составляет 0,5 очка (то есть даётся просто для того, чтобы исключить ничью).","Коми в этом случае составляет ноль с половиной очка (то есть даётся просто для того, чтобы исключить ничью)."
"Занимает площадь 1,75 км².",Занимает площадь одна целая семьдесят пять сотых км².
"Высшая точка острова — гора Приморская (43,3 м).",Высшая точка острова — гора Приморская (сорок три целых три десятых м).
"Курган «Филинский II» — в 1,3 км к юго-западу от хутора.",Курган «Филинский II» — в одной целой трех десятых км к юго-западу от хутора.
"Расстояние по автодороге до районного центра Бабаево — 120,3 км, до центра муниципального образования посёлка Пяжелка — 19,3 км.","Расстояние по автодороге до районного центра Бабаево — сто двадцать целых три десятых км, до центра муниципального образования посёлка Пяжелка — девятнадцать целых три десятых км."
"Среднегодовая температура воздуха — 4,3 °C.",Среднегодовая температура воздуха — четыре целых три десятых °C.
"Орбитальный период — около 676,85 суток.",Орбитальный период — около шестисот семидесяти шести целых восьмидесяти пяти сотых суток.
"Площадь парка составляет более 912,8 км² (из которых 421,6 км² составляют континентальные суши и более 491,2 км² — морскую часть) и включает в себя перешеек Меданос и прибрежную пустыню, включающую также солончаки.","Площадь парка составляет более девятьсот двенадцать целых восемь десятых км² (из которых четыреста двадцать одна целая шесть десятых км² составляют континентальные суши и более четыреста девяносто одна целая две десятых км² — морскую часть) и включает в себя перешеек Меданос и прибрежную пустыню, включающую также солончаки."
"Среднегодовая температура воздуха — 4,4 °С.",Среднегодовая температура воздуха — четыре целых четыре десятых °С.
"Для кондитерских изделий дозировка составляет от 0,03 г/кг до 0,5 г/кг.",Для кондитерских изделий дозировка составляет от ноля целых трех сотых г/кг до ноля с половиной г/кг.
"Хуэ Расход воды — 60,6 м³/с",Хуэ Расход воды — шестьдесят целых шесть десятых м³/с
"Общая заболоченность бассейна около 7,4 %.",Общая заболоченность бассейна около семи целых четырех десятых %.
"Среднегодовая температура — 1,5 °C.",Среднегодовая температура — один с половиной °C.
"Занимает площадь 0,015 км².",Занимает площадь ноль целых пятнадцать тысячных км².
"Площадь бассейна реки составляет 4,771 км².",Площадь бассейна реки составляет четыре целых семьсот семьдесят одна тысячная км².
"Общая длина реки 3,957 км.",Общая длина реки три целых девятьсот пятьдесят семь тысячных км.
"(96,7 %),","(девяносто шесть целых семь десятых %),"
"(1,1 %),","(одна целая одна десятая %),"
"(2,2 %).",(две целых две десятых %).
